Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,
,,,,,,,,,,,
"Effective April 1, 2023 through June 30, 2023",,,,,,,,,,,
,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 4Q22 ASP data.,,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,
J2765,Metoclopramide hcl injection,10 MG,1.065,20.000,,,,,,,
J2777,"Inj, faricimab-svoa, 0.1mg",0.1 MG,37.422,20.000,,,,,,,
J2778,Ranibizumab injection,0.1 mg,247.653,20.000,,,,,,,
J2779,"Inj, susvimo 0.1 mg",0.1 MG,81.930,20.000,,,,,,,
J2783,Rasburicase,0.5 MG,342.867,20.000,,,,,,,
J2785,Regadenoson injection,0.1 MG,61.991,20.000,,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,10.155,20.000,,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),25.472,20.000,,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),76.825,20.000,,,,,,,
J2791,Rhophylac injection,100 IU,4.938,20.000,,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,34.215,20.000,,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,11.585,20.000,,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.081,20.000,,,,,,,
J2796,Romiplostim injection,10 MCG,90.613,20.000,,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,11.188,20.000,,,,,,,
J2800,Methocarbamol injection,10 ML,5.306,20.000,,,,,,AMP-based payment limit,
J2805,Sincalide injection,5 MCG,116.275,20.000,,,,,,,
J2820,Sargramostim injection,50 MCG,57.084,19.763,,,,,,Inflation-adjusted coinsurance,
J2860,"Injection, siltuximab",10 MG,139.227,19.953,,,,,,Inflation-adjusted coinsurance,
J2916,Na ferric gluconate complex,12.5 MG,2.198,20.000,,,,,,,
J2920,Methylprednisolone injection,40 MG,4.131,20.000,,,,,,,
J2930,Methylprednisolone injection,125 MG,5.467,20.000,,,,,,,
J2997,Alteplase recombinant,1 MG,87.565,20.000,,,,,,,
J3000,Streptomycin injection,1 GM,42.262,20.000,,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.975,20.000,,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,17.008,20.000,,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,42.916,20.000,,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.656,20.000,,,,,,,
J3095,Telavancin injection,10 MG,6.954,20.000,,,,,,,
J3101,Tenecteplase injection,1 MG,143.692,20.000,,,,,,,
J3105,Terbutaline sulfate inj,1 MG,0.839,20.000,,,,,,AMP-based payment limit,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,9.897,20.000,,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.048,20.000,,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.845,19.352,,,,,,Inflation-adjusted coinsurance,
J3230,Chlorpromazine hcl injection,50 MG,30.296,20.000,,,,,,,
J3240,Thyrotropin injection,0.9 MG,1926.743,20.000,,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,327.998,20.000,,,,,,,
J3243,Tigecycline injection,1 MG,0.613,20.000,,,,,,,
J3244,Inj. tigecycline (accord),1 MG,0.597,20.000,,,,,,Added April 2023,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,137.827,20.000,,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,44.941,20.000,,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.335,20.000,,,,,,AMP-based payment limit,
J3262,Tocilizumab injection,1 MG,5.860,20.000,,,,,,,
J3285,Treprostinil injection,1 MG,55.314,20.000,,,,,,,
J3299,Inj xipere 1 mg,1 MG,47.612,20.000,,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,4.185,20.000,,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,1.122,20.000,,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,16.862,20.000,,,,,,,
J3315,Triptorelin pamoate,3.75 MG,364.641,20.000,,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,153.768,20.000,,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.246,20.000,,,,,,,
J3360,Diazepam injection,5 MG,7.121,20.000,,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.486,20.000,,,,,,,
J3371,"Inj, vancomycin hcl (mylan)",500 MG,6.531,20.000,,,,,,,
J3372,"Inj, vancomycin hcl (xellia)",500 MG,6.564,20.000,,,,,,,
J3380,"Injection, vedolizumab",1 MG,21.840,20.000,,,,,,,
J3385,Velaglucerase alfa,100 UNITS,357.346,20.000,,,,,,,
J3396,Verteporfin injection,0.1 MG,11.375,20.000,,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,13.105,20.000,,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.199,20.000,,,,,,AMP-based payment limit,
J3415,Pyridoxine hcl 100 mg,100 MG,5.623,20.000,,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.606,20.000,,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,2.995,20.000,,,,,,,
J3465,"Injection, voriconazole",10 MG,0.944,20.000,,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.473,20.000,,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.359,20.000,,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.790,20.000,,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.111,20.000,,,,,,,
J3485,Zidovudine,10 MG,1.511,20.000,,,,,,,
J3486,Ziprasidone mesylate,10 MG,10.118,20.000,,,,,,,
J3489,Zoledronic acid 1mg,1 MG,8.098,20.000,,,,,,,
J7030,Normal saline solution infus,1000 ML,2.584,20.000,,,,,,,
J7040,Normal saline solution infus,500 ML,1.292,20.000,,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.248,20.000,,,,,,,
J7050,Normal saline solution infus,250 ML,0.646,20.000,,,,,,,
J7060,5% dextrose/water,500 ML,1.688,20.000,,,,,,,
J7070,D5w infusion,1000 CC,3.376,20.000,,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.558,20.000,,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,49.945,20.000,,,,,1,,
J7175,"Inj, factor x, (human), 1iu",1 IU,8.613,20.000,,,,,1,,
J7177,"Inj., fibryga, 1 mg",1 MG,1.104,20.000,,,,,1,,
J7178,Inj human fibrinogen con nos,1 IU,1.383,20.000,,,,,1,,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.865,20.000,,,,,1,,
J7180,Factor xiii anti-hem factor,1 IU,9.688,20.000,,,,,1,,
J7181,Factor xiii recomb a-subunit,1 IU,16.506,20.000,,,,,1,,
J7182,Factor viii recomb novoeight,1 IU,1.252,20.000,,,,,1,,
J7183,Wilate injection,1 I.U. VWF:RCO,1.259,20.000,,,,,1,,
J7185,Xyntha inj,1 IU,1.303,20.000,,,,,1,,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.171,20.000,,,,,1,,
J7187,"Humate-p, inj",1 IU,1.349,20.000,,,,,1,,
J7188,Factor viii recomb obizur,1 IU,3.216,20.000,,,,,1,,
J7189,Factor viia recomb novoseven,1 MCG,2.343,20.000,,,,,1,,
J7190,Factor viii,1 IU,1.129,20.000,,,,,1,,
J7192,Factor viii recombinant nos,1 IU,1.445,20.000,,,,,1,,
J7193,Factor ix non-recombinant,1 IU,1.233,20.000,,,,,1,,
J7194,Factor ix complex,1 IU,1.577,20.000,,,,,1,,
J7195,Factor ix recombinant nos,1 IU,1.645,20.000,,,,,1,,
J7197,Antithrombin iii injection,1 IU,3.718,20.000,,,,,,,
J7198,Anti-inhibitor,1 IU,2.237,20.000,,,,,1,,
J7200,Factor ix recombinan rixubis,1 IU,1.570,20.000,,,,,1,,
J7201,Factor ix alprolix recomb,1 IU,3.374,20.000,,,,,1,,
J7202,Factor ix idelvion inj,1 IU,4.946,20.000,,,,,1,,
J7203,Factor ix recomb gly rebinyn,1 MG,4.328,20.000,,,,,1,,
J7204,Inj recombin esperoct per iu,1 IU,2.065,20.000,,,,,1,,
J7205,Factor viii fc fusion recomb,1 IU,2.176,20.000,,,,,1,,
J7207,Factor viii pegylated recomb,1 IU,1.930,20.000,,,,,1,,
J7208,Inj. jivi 1 iu,1 IU,2.180,20.000,,,,,1,,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.351,20.000,,,,,1,,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.436,20.000,,,,,1,,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.339,20.000,,,,,1,,
J7212,Factor viia recomb sevenfact,1 MCG,1.909,20.000,,,,,1,,
J7308,Aminolevulinic acid hcl top,354 MG,391.695,20.000,,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,337.684,20.000,,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,199.835,20.000,,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,490.947,20.000,,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,523.779,20.000,,,,,,,
J7318,"Inj, durolane 1 mg",1 MG,6.768,20.000,,,,,,,
J7320,"Genvisc 850, inj, 1mg",1 MG,6.741,20.000,,,,,,Updated July 2023,
J7321,Hyalgan supartz visco-3 dose,per dose,72.513,20.000,,,,,,,
J7322,Hymovis injection 1 mg,1 MG,16.662,20.000,,,,,,,
J7323,Euflexxa inj per dose,per dose,129.465,20.000,,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,134.462,20.000,,,,,,,
J7325,Synvisc or synvisc-one,1 MG,9.648,20.000,,,,,,,
J7326,Gel-one,per dose,522.470,20.000,,,,,,,
J7327,Monovisc inj per dose,PER DOSE,719.327,20.000,,,,,,,
J7328,Gelsyn-3 injection 0.1 mg,0.1 MG,0.752,20.000,,,,,,,
J7329,"Inj, trivisc 1 mg",1 MG,9.016,20.000,,,,,,Updated July 2023,
J7331,"Synojoynt, inj., 1 mg",1 MG,13.250,20.000,,,,,,Added April 2023,
J7332,"Inj., triluron, 1 mg",1 MG,9.903,20.000,,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.276,20.000,,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,219.761,20.000,,,,,,,
J7342,Ciprofloxacin otic susp 6 mg,6 MG,30.008,20.000,,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.650,20.000,,,,,,,
J7351,Inj bimatoprost itc imp1mcg,1 MCG,206.276,20.000,,,,,,,
J7402,Mometasone sinus sinuva,10 MCG,11.345,20.000,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,14.624,20.000,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.268,20.000,,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.619,20.000,,,,,,,
J7504,Lymphocyte immune globulin,250 MG,3001.290,17.934,,,,,,Inflation-adjusted coinsurance,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.350,20.000,,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.523,20.000,,,,,,,
J7509,Methylprednisolone oral,4 MG,0.271,20.000,,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.264,20.000,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,886.375,20.000,,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.011,20.000,,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.745,20.000,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.201,20.000,,,,,,,
J7518,Mycophenolic acid,180 MG,0.643,20.000,,,,,,,
J7520,"Sirolimus, oral",1 MG,2.937,20.000,,,,,,,
J7525,Tacrolimus injection,5 MG,233.918,20.000,,,,,,,
J7527,Oral everolimus,0.25 MG,3.116,20.000,,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,2.902,20.000,,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,6.327,20.000,,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,6.195,20.000,,,,,,AMP-based payment limit,
J7611,Albuterol non-comp con,1 MG,0.135,20.000,,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.273,20.000,,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.031,20.000,,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.040,20.000,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.131,20.000,,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,0.899,20.000,,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,1.161,20.000,,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,50.077,20.000,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.235,20.000,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.827,20.000,,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.190,20.000,,,,,,,
J7682,Tobramycin non-comp unit,300 MG,25.262,20.000,,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,739.147,20.000,,,,,,,
J8501,Oral aprepitant,5 MG,2.988,20.000,,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,0.375,20.000,,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,1.473,20.000,,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,0.895,20.000,,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.106,20.000,,,,,,,
J8560,Etoposide oral 50 mg,50 MG,76.560,20.000,,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.395,20.000,,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,442.109,16.308,,,,,,Inflation-adjusted coinsurance,
J8670,"Rolapitant, oral, 1mg",1 MG,1.800,20.000,,,,,,,
J8700,Temozolomide,5 MG,0.201,20.000,,,,,,,
J8705,Topotecan oral,0.25 mg,104.368,20.000,,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.461,20.000,,,,,,,
J9017,Arsenic trioxide injection,1 MG,13.698,20.000,,,,,,,
J9021,"Inj, aspara, rylaze, 0.1 mg",0.1 MG,48.230,20.000,,,,,,,
J9022,"Inj, atezolizumab,10 mg",10 MG,81.063,20.000,,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,89.177,20.000,,,,,,,
J9025,Azacitidine injection,1 MG,0.503,20.000,,,,,,,
J9027,Clofarabine injection,1 MG,32.226,20.000,,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,2.874,20.000,,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,47.117,20.000,,,,,,,
J9033,"Inj., treanda 1 mg",1 MG,14.373,20.000,,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,16.906,20.000,,,,,,,
J9035,Bevacizumab injection,10 MG,71.354,20.000,,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,15.057,20.000,,,,,,,
J9039,"Injection, blinatumomab",1 MCG,136.068,20.000,,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,24.285,20.000,,,,,,,
J9041,"Injection, bortezomib, 0.1mg",0.1 MG,6.215,20.000,,,,,,,
J9042,Brentuximab vedotin inj,1 MG,213.797,20.000,,,,,,,
J9043,Cabazitaxel injection,1 MG,199.584,20.000,,,,,,,
J9045,Carboplatin injection,50 MG,2.370,20.000,,,,,,,
J9046,"Inj, bortezomib, dr. reddy's",0.1 MG,8.652,20.000,,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,44.764,20.000,,,,,,,
J9049,"Inj, bortezomib, hospira",0.1 MG,5.672,20.000,,,,,,,
J9050,Carmustine injection,100 MG,304.619,20.000,,,,,,,
J9055,Cetuximab injection,10 MG,70.142,20.000,,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,1.687,20.000,,,,,,,
J9061,"Inj, amivantamab-vmjw",2 MG,19.680,19.863,,,,,,Inflation-adjusted coinsurance,
J9065,Inj cladribine per 1 mg,1 MG,18.876,20.000,,,,,,,
J9070,Cyclophosphamide 100 mg inj,100 MG,21.637,20.000,,,,,,,
J9071,Inj cyclophosphamd auromedic,5 MG,3.869,20.000,,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.934,20.000,,,,,,,
J9118,Inj. calaspargase pegol-mknl,10 UNIT,70.760,20.000,,,,,,,
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,27.145,20.000,,,,,,,
J9120,Dactinomycin injection,0.5 MG,546.610,20.000,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,3.840,20.000,,,,,,,
J9144,"Daratumumab, hyaluronidase",10 MG,48.208,20.000,,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,60.770,20.000,,,,,,,
J9150,Daunorubicin injection,10 MG,37.163,20.000,,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,219.141,20.000,,,,,,,
J9155,Degarelix injection,1 MG,4.064,20.000,,,,,,,
J9171,Docetaxel injection,1 MG,0.455,20.000,,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,78.572,20.000,,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,7.060,20.000,,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,33.813,19.585,,,,,,Inflation-adjusted coinsurance,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.298,20.000,,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,126.919,20.000,,,,,,,
J9181,Etoposide injection,10 MG,0.864,20.000,,,,,,,
J9185,Fludarabine phosphate inj,50 MG,161.746,20.000,,,,,,,
J9190,Fluorouracil injection,500 MG,2.371,20.000,,,,,,,
J9196,Inj gemcitabine hcl (accord),200 MG,3.853,20.000,,,,,,Added April 2023,
J9198,"Inj. infugem, 100 mg",100 MG,24.667,20.000,,,,,,,
J9200,Floxuridine injection,500 MG,3513.563,20.000,,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,3.327,20.000,,,,,,,
J9202,Goserelin acetate implant,3.6 MG,561.586,20.000,,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,217.493,20.000,,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,220.722,20.000,,,,,,Updated July 2023,
J9205,Inj irinotecan liposome 1 mg,1 MG,59.950,20.000,,,,,,,
J9206,Irinotecan injection,20 MG,2.160,20.000,,,,,,,
J9207,Ixabepilone injection,1 MG,121.879,20.000,,,,,,,
J9208,Ifosfamide injection,1 GM,26.375,20.000,,,,,,,
J9209,Mesna injection,200 MG,1.781,20.000,,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,378.115,20.000,,,,,,,
J9211,Idarubicin hcl injection,5 MG,44.384,20.000,,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,32.574,20.000,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,172.561,20.000,,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,8.012,20.000,,,,,,,
J9223,"Inj. lurbinectedin, 0.1 mg",0.1 MG,188.300,20.000,,,,,,,
J9226,Supprelin la implant,50 MG,43541.000,20.000,,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,71.697,20.000,,,,,,,
J9228,Ipilimumab injection,1 MG,165.453,20.000,,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2479.955,20.000,,,,,,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,186.514,20.000,,,,,,,
J9246,"Inj., evomela, 1 mg",1 MG,16.796,20.000,,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.245,20.000,,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.447,20.000,,,,,,,
J9261,Nelarabine injection,50 MG,129.835,20.000,,,,,,,
J9262,"Inj, omacetaxine mep, 0.01mg",0.01 MG,3.663,20.000,,,,,,,
J9263,Oxaliplatin,0.5 MG,0.074,20.000,,,,,,,
J9264,Paclitaxel protein bound,1 MG,11.784,20.000,,,,,,,
J9266,Pegaspargase injection,1 EA,23577.008,20.000,,,,,,,
J9267,Paclitaxel injection,1 MG,0.171,20.000,,,,,,,
J9268,Pentostatin injection,10 MG,2585.414,17.371,,,,,,Inflation-adjusted coinsurance,
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,322.180,20.000,,,,,,,
J9271,Inj pembrolizumab,1 MG,55.417,20.000,,,,,,,
J9272,"Inj, dostarlimab-gxly, 10 mg",10 MG,223.923,20.000,,,,,,,
J9273,"Inj tisotu vedotin-tftv, 1mg",1 MG,161.961,20.000,,,,,,,
J9274,"Inj, tebentafusp-tebn, 1 mcg",1 MCG,198.856,20.000,,,,,,,
J9280,Mitomycin injection,5 MG,24.024,20.000,,,,,,,
J9281,Mitomycin instillation,1 MG,289.510,20.000,,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,49.327,20.000,,,,,,,
J9294,"Inj pemetrexed, hospira 10mg",10 MG,10.457,20.000,,,,,,Added April 2023,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.737,20.000,,,,,,,
J9296,Inj pemetrexed (accord) 10mg,10 MG,9.736,20.000,,,,,,Added April 2023,
J9297,Inj pemetrexed (sandoz) 10mg,10 MG,9.157,20.000,,,,,,Added April 2023,
J9298,Inj nivol relatlimab 3mg/1mg,3 mg/1 mg,180.338,20.000,,,,,,,
J9299,"Injection, nivolumab",1 MG,29.911,20.000,,,,,,,
J9301,Obinutuzumab inj,10 MG,66.912,20.000,,,,,,,
J9303,Panitumumab injection,10 MG,142.421,20.000,,,,,,,
J9304,"Inj. pemetrexed, 10 mg",10 MG,77.551,20.000,,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,17.141,20.000,,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,14.427,20.000,,,,,,,
J9307,Pralatrexate injection,1 MG,351.951,20.000,,,,,,,
J9308,"Injection, ramucirumab",5 MG,66.849,20.000,,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,118.114,20.000,,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,37.492,20.000,,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,81.187,20.000,,,,,,,
J9313,"Inj., lumoxiti, 0.01 mg",0.01 MG,23.394,20.000,,,,,,,
J9314,Inj pemetrexed (teva) 10mg,10 MG,13.402,20.000,,,,,,Added April 2023,
J9316,"Pertuzu, trastuzu, 10 mg",10 MG,68.440,20.000,,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,32.552,20.000,,,,,,,
J9319,Inj romidepsin lyophil 0.1mg,0.1 MG,31.488,20.000,,,,,,,
J9320,Streptozocin injection,1 GM,370.184,20.000,,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,62.357,20.000,,,,,,,
J9328,Temozolomide injection,1 MG,10.415,20.000,,,,,,,
J9330,Temsirolimus injection,1 MG,32.168,20.000,,,,,,,
J9331,Inj sirolimus prot part 1 mg,1 MG,104.536,20.000,,,,,,,
J9332,Inj efgartigimod 2mg,2 MG,31.523,20.000,,,,,,,
J9340,Thiotepa injection,15 MG,297.263,20.000,,,,,,,
J9349,"Inj., tafasitamab-cxix",2 MG,13.151,20.000,,,,,,,
J9351,Topotecan injection,0.1 MG,1.183,20.000,,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,331.831,20.000,,,,,,,
J9353,"Inj. margetuximab-cmkb, 5 mg",5 MG,45.041,20.000,,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,36.245,20.000,,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,80.249,20.000,,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,65.077,20.000,,,,,,,
J9357,Valrubicin injection,200 MG,1442.534,20.000,,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,25.735,20.000,,,,,,updated April 2024,
J9359,Inj lon tesirin-lpyl 0.075mg,0.075 MG,191.423,20.000,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,3.988,20.000,,,,,,AMP-based payment limit,
J9370,Vincristine sulfate 1 mg inj,1 MG,4.847,20.000,,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,7.447,20.000,,,,,,,
J9393,"Inj, fulvestrant (teva)",25 MG,3.069,20.000,,,,,,,
J9394,"Inj, fulvestrant (fresenius)",25 MG,3.915,20.000,,,,,,,
J9395,"Injection, fulvestrant",25 MG,12.086,20.000,,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,7.389,20.000,,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.615,20.000,,,95,10.615,,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,53.077,20.000,,,95,53.077,,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,21.231,20.000,,,95,21.231,,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.077,20.000,,,95,53.077,,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.478,20.000,,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.478,20.000,,,,,,,
Q0162,Ondansetron oral,1 MG,0.012,20.000,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,0.782,20.000,,,,,,,
Q0222,Bebtelovimab 175 mg,175 MG,2394.000,0.000,,,,,,,
Q2041,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,449245.861,20.000,,,,,,Added April 2023,
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),53630.369,20.000,,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,78.063,20.000,,,,,,,
Q2053,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,448752.402,20.000,,,,,,Added April 2023,
Q3027,Inj beta interferon im 1 mcg,1 MCG,53.078,20.000,,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,139.774,20.000,,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.793,20.000,,,,,,,
Q4101,Apligraf,1 SQ CM,30.430,20.000,,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,12.709,20.000,,,,,,,
Q4103,Oasis burn matrix,1 SQ CM,12.939,20.000,,,,,,,
Q4104,Integra bmwd,1 SQ CM,47.629,20.000,,,,,,,
Q4105,Integra drt or omnigraft,1 SQ CM,23.847,20.000,,,,,,,
Q4108,Integra matrix,1 SQ CM,42.021,20.000,,,,,,,
Q4110,Primatrix,1 SQ CM,40.699,20.000,,,,,,,
Q4111,Gammagraft,1 SQ CM,7.321,20.000,,,,,,,
Q4114,Integra flowable wound matri,1 CC,1520.127,20.000,,,,,,,
Q4115,Alloskin,1 SQ CM,16.366,20.000,,,,,,,
Q4117,Hyalomatrix,1 SQ CM,19.281,20.000,,,,,,,
Q4118,Matristem micromatrix,1 MG,2.493,20.000,,,,,,,
Q4121,Theraskin,1 SQ CM,45.955,20.000,,,,,,,
Q4123,Alloskin,1 SQ CM,22.250,20.000,,,,,,,
Q4124,Oasis tri-layer wound matrix,1 SQ CM,10.139,20.000,,,,,,,
