Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective October 1, 2017 through December 31, 2017",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q17 ASP data.,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of ",,,,,,,,,
a payment allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local ,,,,,,,,,
Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J7644,Ipratropium bromide non-comp,1 MG,0.220,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.535,,,,,,
J7682,Tobramycin non-comp unit,300 MG,38.377,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,557.079,,,,,,
J8501,Oral aprepitant,5 MG,7.661,,,,,,
J8510,Oral busulfan,2 MG,24.829,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,2.246,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,6.683,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,3.275,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.083,,,,,,
J8560,Etoposide oral 50 mg,50 MG,74.182,,,,,,
J8600,Melphalan oral 2 mg,2 MG,11.721,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.471,,,,,,
J8655,Netupitant palonosetron oral,0.5 MG,458.473,,,,,,
J8700,Temozolomide,5 MG,1.462,,,,,,
J8705,Topotecan oral,0.25 mg,103.628,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.978,,,,,,
J9017,Arsenic trioxide injection,1 MG,71.337,,,,,,
J9019,Erwinaze injection,"1,000 IU",402.743,,,,,,
J9025,Azacitidine injection,1 MG,1.657,,,,,,
J9027,Clofarabine injection,1 MG,149.956,,,,,,
J9031,Bcg live intravesical vac,1 EA,131.252,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,35.206,,,,,,
J9033,"Inj., treanda 1 mg",1 MG,29.189,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,23.765,,,,,,
J9035,Bevacizumab injection,10 MG,75.177,,,,,,
J9039,"Injection, blinatumomab",1 MCG,103.429,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,37.181,,,,,,
J9041,Bortezomib injection,0.1 MG,46.873,,,,,,
J9042,Brentuximab vedotin inj,1 MG,139.386,,,,,,
J9043,Cabazitaxel injection,1 MG,159.095,,,,,,
J9045,Carboplatin injection,50 MG,3.481,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,33.161,,,,,,
J9050,Carmustine injection,100 MG,3863.469,,,,,,
J9055,Cetuximab injection,10 MG,57.619,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,2.078,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,20.662,,,,,,
J9070,Cyclophosphamide 100 mg inj,100 MG,42.059,,,,,,
J9098,Cytarabine liposome inj,10 MG,641.670,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.816,,,,,,
J9120,Dactinomycin injection,0.5 MG,1404.012,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,3.882,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,49.148,,,,,,
J9150,Daunorubicin injection,10 MG,37.860,,,,,,
J9155,Degarelix injection,1 MG,3.635,,,,,,
J9171,Docetaxel injection,1 MG,1.891,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,6.262,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.430,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,109.163,,,,,,
J9181,Etoposide injection,10 MG,0.501,,,,,,
J9185,Fludarabine phosphate inj,50 MG,104.887,,,,,,
J9190,Fluorouracil injection,500 MG,1.624,,,,,,
J9200,Floxuridine injection,500 MG,72.674,,,,,,
J9201,Gemcitabine hcl injection,200 MG,5.819,,,,,,
J9202,Goserelin acetate implant,3.6 MG,351.525,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,41.132,,,,,,
J9206,Irinotecan injection,20 MG,3.389,,,,,,
J9207,Ixabepilone injection,1 MG,74.096,,,,,,
J9208,Ifosfamide injection,1 GM,26.850,,,,,,
J9209,Mesna injection,200 MG,2.145,,,,,,
J9211,Idarubicin hcl injection,5 MG,39.474,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,31.706,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,209.709,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,25.972,,,,,,
J9225,Vantas implant,50 MG,3284.123,,,,,,
J9226,Supprelin la implant,50 MG,29003.674,,,,,,
J9228,Ipilimumab injection,1 MG,146.780,,,,,,
J9230,Mechlorethamine hcl inj,10 MG,292.478,,,,,,
J9245,Inj melphalan hydrochl 50 mg,50 MG,1369.461,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.248,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.483,,,,,,
J9261,Nelarabine injection,50 MG,151.658,,,,,,
J9263,Oxaliplatin,0.5 MG,0.194,,,,,,
J9264,Paclitaxel protein bound,1 MG,10.777,,,,,,
J9266,Pegaspargase injection,1 EA,13907.578,,,,,,
J9267,Paclitaxel injection,1 MG,0.118,,,,,,
J9268,Pentostatin injection,10 MG,2001.257,,,,,,
J9271,Inj pembrolizumab,1 MG,47.965,,,,,,
J9280,Mitomycin injection,5 MG,133.654,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,38.980,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.289,,,,,,
J9299,"Injection, nivolumab",1 MG,26.804,,,,,,
J9301,Obinutuzumab inj,10 MG,58.944,,,,,,
J9302,Ofatumumab injection,10 MG,54.907,,,,,,
J9303,Panitumumab injection,10 MG,110.278,,,,,,
J9305,Pemetrexed injection,10 MG,64.978,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,11.156,,,,,,
J9307,Pralatrexate injection,1 MG,247.970,,,,,,
J9308,"Injection, ramucirumab",5 MG,56.534,,,,,,
J9310,Rituximab injection,100 MG,848.408,,,,,,
J9315,Romidepsin injection,1 MG,328.832,,,,,,
J9320,Streptozocin injection,1 GM,322.729,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,47.210,,,,,,
J9328,Temozolomide injection,1 MG,9.699,,,,,,
J9330,Temsirolimus injection,1 MG,70.508,,,,,,
J9351,Topotecan injection,0.1 MG,1.247,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,289.167,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,29.814,,,,,,
J9355,Trastuzumab injection,10 MG,97.803,,,,,,
J9357,Valrubicin injection,200 MG,1198.557,,,,,,
J9360,Vinblastine sulfate inj,1 MG,3.477,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,4.981,,,,,,
J9371,"Inj, vincristine sul lip 1mg",1 MG,2701.777,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,9.293,,,,,,
J9395,"Injection, fulvestrant",25 MG,96.767,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.153,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,11.799,,,95,11.799,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,54.720,,,95,54.720,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,22.488,,,95,22.488,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.438,,,95,53.438,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.908,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.908,,,,,,
Q0162,Ondansetron oral,1 MG,0.030,,,,,,
Q0163,Diphenhydramine hcl 50mg,50 MG,0.267,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.042,,,,,,
Q0166,Granisetron hcl 1 mg oral,1 MG,3.511,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,4.255,,,,,,AMP-based payment limit
Q0169,Promethazine hcl 12.5mg oral,12.5 MG,0.031,,,,,,
Q2035,"Afluria vacc, 3 yrs & >, im",0.5 ml,17.685,95,17.685,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
Q2037,"Fluvirin vacc, 3 yrs & >, im",0.5 ML,17.685,95,17.685,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),40440.171,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,374.931,,,,,,
Q3027,Inj beta interferon im 1 mcg,1 MCG,50.112,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,130.260,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,1.294,,,,,,
Q4101,Apligraf,1 SQ CM,30.898,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,10.989,,,,,,
Q4106,Dermagraft,1 SQ CM,33.234,,,,,,
Q4107,Graftjacket,1 SQ CM,95.593,,,,,,
Q4111,Gammagraft,1 SQ CM,6.979,,,,,,
Q4112,Cymetra injectable,1 CC,203.344,,,,,,
Q4113,Graftjacket xpress,1 CC,203.344,,,,,,
Q4115,Alloskin,1 SQ CM,9.317,,,,,,
Q4116,Alloderm,1 SQ CM,31.701,,,,,,
Q4121,Theraskin,1 SQ CM,45.615,,,,,,
Q4123,Alloskin,1 SQ CM,26.924,,,,,,
Q4131,Epifix or epicord,1 SQ CM,165.180,,,,,,
Q4132,Grafix core,1 SQ CM,138.938,,,,,,
Q4133,Grafix prime,1 SQ CM,138.877,,,,,,
Q5101,Inj filgrastim gcsf biosimil,1 MCG,0.715,,,,,,
Q5102,"Inj., infliximab biosimilar",10 MG,78.724,,,,,,
Q9950,Inj sulf hexa lipid microsph,1 ML,21.246,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,33.986,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,50.978,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.077,,,,,,
Q9960,"Hocm 200-249mg/ml iodine,1ml",1 ML,0.173,,,,,,
Q9961,"Hocm 250-299mg/ml iodine,1ml",1 ML,0.260,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.212,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,0.821,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.329,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.123,,,,,,
Q9989,"Ustekinumab IV Inj, 1 mg",1 MG,12.882,,,,,,
