Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,,
,,,,,,,,,,,,
"Effective October 1, 2010 through December 31, 2010",,,,,,,,,,,,
,,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q10 ASP data. ,,,,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of a payment",,,,,,,,,,,,
allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local Medicare contractor,,,,,,,,,,,,
processing the claim.,,,,,,,,,,,,
,,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Infusion AWP%,DME Infusion Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,
J3488,Reclast injection,1 MG,222.649,,,,,,,,,
J7030,Normal saline solution infus,1000 CC,0.454,,,,,,,,,
J7040,Normal saline solution infus,500 ML,0.555,,,,,,,,,
J7042,5% dextrose/normal saline,500 ML,0.333,,,,,,,,,
J7050,Normal saline solution infus,250 CC,0.278,,,,,,,,,
J7060,5% dextrose/water,500 ML,1.098,,,,,,,,,
J7070,D5w infusion,1000 CC,2.195,,,,,,,,,
J7100,Dextran 40 infusion,500 ML,20.752,,,,,,,,,
J7110,Dextran 75 infusion,500 ML,12.720,,,,,,,,,
J7120,Ringers lactate infusion,1000 CC,1.045,,,,,,,,,
J7185,Xyntha inj,1 IU,1.057,,,,,,,1,,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,0.912,,,,,,,1,,
J7187,"Humate-P, inj",1 IU,0.875,,,,,,,1,,
J7189,Factor viia,1 MCG,1.372,,,,,,,1,,
J7190,Factor viii,1 IU,0.882,,,,,,,1,,
J7192,Factor viii recombinant NOS,1 IU,1.096,,,,,,,1,,
J7193,Factor IX non-recombinant,1 IU,0.894,,,,,,,1,,
J7194,Factor ix complex,1 IU,0.889,,,,,,,1,,
J7195,Factor IX recombinant,1 IU,1.116,,,,,,,1,,
J7197,Antithrombin iii injection,1 IU,2.533,,,,,,,,,
J7198,Anti-inhibitor,1 IU,1.590,,,,,,,1,,
J7308,Aminolevulinic acid hcl top,354 MG,138.955,,,,,,,,,
J7310,Ganciclovir long act implant,4.5 MG,16960.000,,,,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,19345.000,,,,,,,,,
J7321,Hyalgan/supartz inj per dose,per dose,90.522,,,,,,,,,
J7323,Euflexxa inj per dose,per dose,127.172,,,,,,,,,
J7324,Orthovisc inj per dose,per dose,175.101,,,,,,,,,
J7325,Synvisc or Synvisc-One,1 MG,11.945,,,,,,,,,
J7330,Cultured chondrocytes implnt,1 EA,26004.164,,,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.117,,,,,,,,,
J7501,Azathioprine parenteral,100 MG,103.816,,,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,3.098,,,,,,,,Updated January 2011,
J7504,Lymphocyte immune globulin,250 MG,496.945,,,,,,,,,
J7505,Monoclonal antibodies,5 MG,1133.522,,,,,,,,,
J7506,Prednisone oral,5 MG,0.043,,,,,,,,,
J7507,Tacrolimus oral per 1 MG,1 MG,3.242,,,,,,,,Updated January 2011,
J7509,Methylprednisolone oral,4 MG,0.066,,,,,,,,Updated January 2011,
J7510,Prednisolone oral per 5 mg,5 MG,0.023,,,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,417.513,,,,,,,,,
J7513,"Daclizumab, parenteral",25 MG,526.343,,,,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.842,,,,,,,,Updated January 2011,
J7516,Cyclosporin parenteral 250mg,250 MG,21.330,,,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,1.506,,,,,,,,,
J7518,Mycophenolic acid,180 MG,3.197,,,,,,,,,
J7520,"Sirolimus, oral",1 MG,10.139,,,,,,,,,
J7525,Tacrolimus injection,5 MG,139.485,,,,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,5.192,,,,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,4.645,,,,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,2.100,,,,,,,,,
J7611,Albuterol non-comp con,1 MG,0.085,,,,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.174,,,,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.056,,,,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.211,,,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.228,,,,,,,,Updated January 2011,
J7626,Budesonide non-comp unit,0.5 MG,4.288,,,,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,0.392,,,,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,25.609,,,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.251,,,,,,,,,
J7669,Metaproterenol non-comp unit,10 MG,0.252,,,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.456,,,,,,,,,
J7682,Tobramycin non-comp unit,300 MG,75.228,,,,,,,,,
J8501,Oral aprepitant,5 MG,5.843,,,,,,,,,
J8510,Oral busulfan,2 MG,3.692,,,,,,,,,
J8515,"Cabergoline, oral 0.25mg",0.25 MG,14.572,,,,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,6.848,,,,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,22.582,,,,,,,,,
J8530,Cyclophosphamide oral 25 MG,25 MG,0.827,,,,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.372,,,,,,,,,
J8560,Etoposide oral 50 MG,50 MG,28.483,,,,,,,,,
J8600,Melphalan oral 2 MG,2 MG,4.804,,,,,,,,,
J8610,Methotrexate oral 2.5 MG,2.5 MG,0.123,,,,,,,,,
J8700,Temozolomide,5 MG,9.155,,,,,,,,,
J8705,Topotecan oral,0.25 mg,77.097,,,,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.878,,,,,,,,Updated April 2011,
J9001,Doxorubicin hcl liposome inj,10 MG,486.803,,,95,393.480,,,,,
J9010,Alemtuzumab injection,10 MG,573.347,,,,,,,,,
J9015,Aldesleukin injection,1 EA,922.073,,,,,,,,,
J9017,Arsenic trioxide injection,1 MG,37.252,,,,,,,,,
J9020,Asparaginase injection,10000 UNITS,63.473,,,,,,,,,
J9025,Azacitidine injection,1 MG,5.131,,,,,,,,,
J9027,Clofarabine injection,1 MG,115.408,,,,,,,,,
J9031,Bcg live intravesical vac,1 EA,114.932,,,,,,,,,
J9033,Bendamustine injection,1 MG,18.503,,,,,,,,,
J9035,Bevacizumab injection,10 MG,58.439,,,,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,22.075,,,95,289.370,,,,Updated July 2011,
J9041,Bortezomib injection,0.1 MG,39.286,,,,,,,,,
J9045,Carboplatin injection,50 MG,6.972,,,,,,,,Updated April 2011,
J9050,Carmustine injection,100 MG,175.875,,,,,,,,,
J9055,Cetuximab injection,10 MG,49.736,,,,,,,,,
J9060,Cisplatin 10 MG injection,10 MG,2.007,,,,,,,,Updated April 2011,
J9062,Cisplatin 50 MG injection,50 MG,10.033,,,,,,,,Updated April 2011,
J9065,Inj cladribine per 1 MG,1 MG,25.448,,,95,61.720,,,,Updated April 2011,
J9070,Cyclophosphamide 100 MG inj,100 MG,5.959,,,,,,,,,
J9080,Cyclophosphamide 200 MG inj,200 MG,11.918,,,,,,,,,
J9090,Cyclophosphamide 500 MG inj,500 MG,29.794,,,,,,,,,
J9091,Cyclophosphamide 1.0 grm inj,1 GM,59.588,,,,,,,,,
J9092,Cyclophosphamide 2.0 grm inj,2 GM,119.175,,,,,,,,,
J9098,Cytarabine liposome inj,10 MG,470.511,,,,,,,,,
J9100,Cytarabine hcl 100 MG inj,100 MG,0.731,,,95,8.190,,,,Updated July 2011,
J9110,Cytarabine hcl 500 MG inj,500 MG,3.655,,,95,8.550,,,,Updated April 2011,
J9120,Dactinomycin injection,0.5 MG,592.413,,,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,3.683,,,,,,,,Updated April 2011,
J9140,Dacarbazine 200 MG inj,200 MG,7.258,,,,,,,,Updated April 2011,
J9150,Daunorubicin injection,10 MG,15.496,,,,,,,,,
J9151,Daunorubicin citrate inj,10 MG,57.664,,,,,,,,,
J9155,Degarelix injection,1 MG,2.517,,,,,,,,,
J9160,Denileukin diftitox inj,300 MCG,1540.975,,,,,,,,,
J9171,Docetaxel injection,1 MG,18.010,,,,,,,,,
J9175,Elliotts b solution per ml,1 ML,4.074,,,,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,9.348,,,,,,,,Updated April 2011,
J9181,Etoposide injection,10 MG,0.582,,,,,,,,Updated April 2011,
J9185,Fludarabine phosphate inj,50 MG,161.203,,,,,,,,Updated April 2011,
J9190,Fluorouracil injection,500 MG,1.479,,,95,2.070,,,,Updated April 2011,
J9200,Floxuridine injection,500 MG,32.785,,,95,136.800,,,,Updated April 2011,
J9201,Gemcitabine hcl injection,200 MG,148.351,,,,,,,,,
J9202,Goserelin acetate implant,3.6 MG,194.290,,,,,,,,,
J9206,Irinotecan injection,20 MG,4.768,,,,,,,,Updated April 2011,
J9207,Ixabepilone injection,1 MG,63.739,,,,,,,,,
J9208,Ifosfomide injection,1 GM,32.143,,,95,150.380,,,,Updated April 2011,
J9209,Mesna injection,200 MG,4.709,,,,,,,,Updated April 2011,
J9211,Idarubicin hcl injection,5 MG,85.680,,,,,,,,Updated April 2011,
J9212,Interferon alfacon-1 inj,1 MCG,6.548,,,,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,16.060,,,,,,,,,
J9216,Interferon gamma 1-b inj,3 MIL UNITS,430.931,,,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,208.217,,,,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,4.591,,,,,,,,Updated January 2011,
J9219,Leuprolide acetate implant,65 MG,4819.820,,,,,,,,,
J9225,Vantas implant,50 MG,1484.477,,,,,,,,,
J9226,Supprelin LA implant,50 MG,15285.264,,,,,,,,,
J9230,Mechlorethamine hcl inj,10 MG,154.471,,,,,,,,,
J9245,Inj melphalan hydrochl 50 MG,50 MG,1401.832,,,,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.202,,,,,,,,Updated April 2011,
J9260,Methotrexate sodium inj,50 MG,2.012,,,,,,,,Updated April 2011,
J9261,Nelarabine injection,50 MG,109.452,,,,,,,,,
J9263,Oxaliplatin,0.5 MG,4.684,,,,,,,,Updated April 2011,
J9264,Paclitaxel protein bound,1 MG,9.384,,,,,,,,,
J9265,Paclitaxel injection,30 MG,7.462,,,,,,,,Updated April 2011,
J9266,Pegaspargase injection,1 EA,2726.850,,,,,,,,Updated April 2011,
J9268,Pentostatin injection,10 MG,1228.808,,,,,,,,,
J9280,Mitomycin 5 MG inj,5 MG,20.768,,,95,127.400,,,,,
J9290,Mitomycin 20 MG inj,20 MG,83.074,,,,,,,,,
J9291,Mitomycin 40 MG inj,40 MG,166.147,,,,,,,,,
J9293,Mitoxantrone hydrochl / 5 MG,5 MG,34.123,,,,,,,,Updated April 2011,
J9300,Gemtuzumab ozogamicin inj,5 MG,2685.351,,,,,,,,,
J9303,Panitumumab injection,10 MG,87.385,,,,,,,,,
J9305,Pemetrexed injection,10 MG,51.442,,,,,,,,,
J9310,Rituximab injection,100 MG,593.877,,,,,,,,,
J9320,Streptozocin injection,1 GM,277.709,,,,,,,,,
J9328,Temozolomide injection,1 MG,4.897,,,,,,,,,
J9330,Temsirolimus injection,1 MG,50.828,,,,,,,,,
J9340,Thiotepa injection,15 MG,114.088,,,,,,,,,
J9350,Topotecan injection,4 MG,1090.840,,,,,,,,,
J9355,Trastuzumab injection,10 MG,68.282,,,95,58.130,,,,,
J9357,Valrubicin injection,200 MG,963.190,,,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,1.073,,,95,4.100,,,,Updated April 2011,
J9370,Vincristine sulfate 1 MG inj,1 MG,3.979,,,95,33.980,,,,,
J9375,Vincristine sulfate 2 MG inj,2 MG,7.958,,,95,67.960,,,,,
J9380,Vincristine sulfate 5 MG inj,5 MG,19.896,,,95,169.910,,,,,
J9390,Vinorelbine tartrate inj,10 MG,13.971,,,,,,,,Updated January 2011,
J9395,"Injection, Fulvestrant",25 MG,83.015,,,,,,,,,
J9600,Porfimer sodium injection,75 MG,2934.917,,,,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,20.520,,,,,95,20.520,,,
P9043,"Plasma protein fract,5%,50ml",50 ML,8.242,,,,,95,8.242,,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,55.100,,,,,95,55.100,,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,21.082,,,,,95,21.082,,,
P9047,"Albumin (human), 25%, 50ml",50 ML,52.706,,,,,95,52.706,,,
P9048,"Plasmaprotein fract,5%,250ml",250 ML,41.211,,,,,95,41.211,,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.770,,,,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.770,,,,,,,,,
Q0163,Diphenhydramine HCl 50mg,50 MG,0.020,,,,,,,,Updated January 2011,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.050,,,,,,,,Updated January 2011,
Q0165,Prochlorperazine maleate10mg,10 MG,0.042,,,,,,,,Updated January 2011,
Q0166,Granisetron hcl 1 mg oral,1 MG,3.449,,,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,7.070,,,,,,,,,
Q0168,Dronabinol 5mg oral,5 MG,14.280,,,,,,,,,
Q0169,Promethazine HCl 12.5mg oral,12.5 MG,0.408,,,,,,,,,
Q0170,Promethazine HCl 25 mg oral,25 MG,0.030,,,,,,,,Updated January 2011,
Q0171,Chlorpromazine HCl 10mg oral,10 MG,0.012,,,,,,,,Updated January 2011,
Q0172,Chlorpromazine HCl 25mg oral,25 MG,0.033,,,,,,,,Updated January 2011,
Q0173,Trimethobenzamide HCl 250mg,250 MG,0.801,,,,,,,,,
Q0175,Perphenazine 4mg oral,4 MG,0.304,,,,,,,,Updated January 2011,
Q0176,Perphenazine 8mg oral,8 MG,0.302,,,,,,,,Updated January 2011,
Q0177,Hydroxyzine pamoate 25mg,25 MG,0.036,,,,,,,,Updated January 2011,
Q0178,Hydroxyzine pamoate 50mg,50 MG,0.044,,,,,,,,Updated January 2011,
Q0179,Ondansetron hcl 8 mg oral,8 MG,4.970,,,,,,,,,
Q0180,Dolasetron mesylate oral,100 MG,64.245,,,,,,,,,
Q0515,Sermorelin acetate injection,1 MCG,1.800,,,,,,,,,
Q2009,Fosphenytoin inj PE,50 MG,0.461,,,,,,,,Updated April 2011,
Q2017,"Teniposide, 50 mg",50 MG,323.660,,,,,,,,,
Q2025,Oral Fludarabine phosphate,1 MG,8.014,,,,,,,,,
Q2036,"Flulaval vacc, 3 yrs & >, im",0.5 ML,8.784,95,8.784,,,,,,Updated April 2011,
Q2037,"Fluvirin vacc, 3 yrs & >, im",0.5 ML,13.253,95,13.253,,,,,,Added January 2011,
Q2038,"Fluzone vacc, 3 yrs & >, im",0.5 ML,12.593,95,12.593,,,,,,Added January 2011,
Q3025,IM inj interferon beta 1-a,11 MCG,214.297,,,,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,65.720,,,,,,,,,
Q4081,"Epoetin alfa, 100 units ESRD",100 UNITS,0.968,,,,,,,,,
Q4101,Apligraf skin sub,1 SQ CM,34.094,,,,,,,,,
Q4102,Oasis wound matrix skin sub,1 SQ CM,4.423,,,,,,,,,
Q4103,Oasis burn matrix skin sub,1 SQ CM,4.423,,,,,,,,,
Q4104,Integra BMWD skin sub,1 SQ CM,15.049,,,,,,,,,
Q4105,Integra DRT skin sub,1 SQ CM,10.222,,,,,,,,,
Q4106,Dermagraft skin sub,1 SQ CM,40.109,,,,,,,,,
Q4107,Graftjacket skin sub,1 SQ CM,95.126,,,,,,,,,
Q4108,Integra matrix skin sub,1 SQ CM,19.222,,,,,,,,,
Q4109,Tissuemend skin sub,1 SQ CM,80.010,,,,,,,,,
Q4110,Primatrix skin sub,1 SQ CM,35.040,,,,,,,,,
Q4111,Gammagraft skin sub,1 SQ CM,7.100,,,,,,,,,
Q4112,Cymetra allograft,1 CC,353.373,,,,,,,,,
Q4113,Graftjacket express allograf,1 CC,353.373,,,,,,,,,
Q4114,Integra flowable wound matri,1 CC,957.533,,,,,,,,,
Q4115,Alloskin skin sub,1 SQ CM,6.692,,,,,,,,,
Q4116,Alloderm skin sub,1 SQ CM,32.622,,,,,,,,,
Q9953,"Inj Fe-based MR contrast,1ml",1 ML,62.052,,,,,,,,,
Q9954,"Oral MR contrast, 100 ml",100 ML,10.441,,,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,41.969,,,,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,62.953,,,,,,,,,
Q9958,"HOCM <=149 mg/ml iodine, 1ml",1 ML,0.075,,,,,,,,,
Q9960,"HOCM 200-249mg/ml iodine,1ml",1 ML,0.140,,,,,,,,,
Q9961,"HOCM 250-299mg/ml iodine,1ml",1 ML,0.158,,,,,,,,,
Q9962,"HOCM 300-349mg/ml iodine,1ml",1 ML,0.183,,,,,,,,,
Q9963,"HOCM 350-399mg/ml iodine,1ml",1 ML,0.167,,,,,,,,,
Q9965,"LOCM 100-199mg/ml iodine,1ml",1 ML,1.202,,,,,,,,,
Q9966,"LOCM 200-299mg/ml iodine,1ml",1 ML,0.327,,,,,,,,,
Q9967,"LOCM 300-399mg/ml iodine,1ml",1 ML,0.173,,,,,,,,,
