Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,
,,,,,,,,,,,
"Effective October 1, 2009 through December 31, 2009",,,,,,,,,,,
,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q09 ASP data. ,,,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of a payment",,,,,,,,,,,
allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local Medicare contractor,,,,,,,,,,,
processing the claim.,,,,,,,,,,,
,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Infusion AWP%,DME Infusion Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J7197,Antithrombin iii injection,1 IU,2.321,,,,,,,,
J7198,Anti-inhibitor,1 IU,1.555,,,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,130.051,,,,,,,,
J7310,Ganciclovir long act implant,4.5 MG,16960,,,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,19345,,,,,,,,
J7321,"Hyalgan or Supartz, inj",PER DOSE,93.638,,,,,,,,
J7322,"Synvisc, inj",PER DOSE,187.055,,,,,,,,Updated 10/1/09
J7323,"Euflexxa, inj",PER DOSE,116.151,,,,,,,,
J7324,"Orthovisc, inj",PER DOSE,181.101,,,,,,,,
J7330,Cultured chondrocytes implnt,1 EA,25109.556,,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.17,,,,,,,,
J7501,Azathioprine parenteral,100 MG,92.379,,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,3.277,,,,,,,,
J7504,Lymphocyte immune globulin,250 MG,462.397,,,,,,,,
J7505,Monoclonal antibodies,5 MG,1130.787,,,,,,,,
J7506,Prednisone oral,5 MG,0.053,,,,,,,,
J7507,Tacrolimus oral per 1 MG,1 MG,4.038,,,,,,,,
J7509,Methylprednisolone oral,4 MG,0.068,,,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.023,,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,422.41,,,,,,,,
J7513,"Daclizumab, parenteral",25 MG,385.469,,,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.839,,,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,21.653,,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,2.494,,,,,,,,
J7518,Mycophenolic acid,180 MG,2.976,,,,,,,,
J7520,"Sirolimus, oral",1 MG,9.622,,,,,,,,
J7525,Tacrolimus injection,5 MG,139.454,,,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,5.01,,,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,4.491,,,,,,,,
J7608,Acetylcysteine inh sol u d,1 GM,1.819,,,,,,,,
J7611,Albuterol non-comp con,1 MG,0.081,,,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.167,,,,,,,,
J7613,Albuterol non-comp unit dose,1 MG,0.047,,,,,,,,
J7614,Levalbuterol non-comp unit dose,0.5 MG,0.21,,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.245,,,,,,,,Updated 9/30/09
J7626,Budesonide non-comp unit dose,0.5 MG,6.067,,,,,,,,
J7631,Cromolyn sodium inh sol u d,10 MG,0.477,,,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,23.893,,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.209,,,,,,,,
J7669,Metaproterenol non-comp unit dose,10 MG,0.252,,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.449,,,,,,,,
J7682,Tobramycin non-comp unit dose,300 MG,67.421,,,,,,,,
J8501,Oral aprepitant,5 MG,5.523,,,,,,,,
J8510,Oral busulfan,2 MG,3.215,,,,,,,,
J8515,"Cabergoline, oral 0.25mg",0.25 MG,4.947,,,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,5.789,,,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,19.086,,,,,,,,
J8530,Cyclophosphamide oral 25 MG,25 MG,0.807,,,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.366,,,,,,,,Updated October 2010
J8560,Etoposide oral 50 MG,50 MG,30.265,,,,,,,,Updated 9/30/09
J8600,Melphalan oral 2 MG,2 MG,4.793,,,,,,,,
J8610,Methotrexate oral 2.5 MG,2.5 MG,0.124,,,,,,,,
J8700,Temozolomide,5 MG,8.756,,,,,,,,
J8705,Topotecan oral,0.25 mg,71.354,,,,,,,,
J9000,Doxorubic hcl 10 MG vl chemo,10 MG,3.69,,,,,,,,
J9001,Doxorubicin hcl liposome inj,10 MG,459.175,,,95,393.48,,,,
J9010,Alemtuzumab injection,10 MG,570.215,,,,,,,,
J9015,Aldesleukin/single use vial,1 EA,847.481,,,,,,,,
J9017,Arsenic trioxide,1 MG,37.441,,,,,,,,
J9020,Asparaginase injection,10000 UNITS,58.014,,,,,,,,
J9025,Azacitidine injection,1 MG,4.871,,,,,,,,
J9027,Clofarabine injection,1 MG,116.403,,,,,,,,
J9031,Bcg live intravesical vac,1 EA,113.213,,,,,,,,
J9033,Bendamustine injection,1 MG,18.527,,,,,,,,
J9035,Bevacizumab injection,10 MG,57.479,,,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,29.663,,,95,289.37,,,,
J9041,Bortezomib injection,0.1 MG,37.239,,,,,,,,
J9045,Carboplatin injection,50 MG,4.601,,,,,,,,
J9050,Carmus bischl nitro inj,100 MG,177.073,,,,,,,,
J9055,Cetuximab injection,10 MG,49.729,,,,,,,,
J9060,Cisplatin 10 MG injection,10 MG,2.068,,,,,,,,
J9062,Cisplatin 50 MG injection,50 MG,10.34,,,,,,,,
J9065,Inj cladribine per 1 MG,1 MG,25.637,,,95,61.72,,,,
J9070,Cyclophosphamide 100 MG inj,100 MG,4.303,,,,,,,,
J9080,Cyclophosphamide 200 MG inj,200 MG,8.606,,,,,,,,
J9090,Cyclophosphamide 500 MG inj,500 MG,21.514,,,,,,,,
J9091,Cyclophosphamide 1.0 grm inj,1 GM,43.028,,,,,,,,
J9092,Cyclophosphamide 2.0 grm inj,2 GM,86.057,,,,,,,,
J9093,Cyclophosphamide lyophilized,100 MG,2.226,,,,,,,,
J9094,Cyclophosphamide lyophilized,200 MG,4.452,,,,,,,,
J9095,Cyclophosphamide lyophilized,500 MG,11.13,,,,,,,,
J9096,Cyclophosphamide lyophilized,1 GM,22.26,,,,,,,,
J9097,Cyclophosphamide lyophilized,2 GM,44.52,,,,,,,,
J9098,Cytarabine liposome,10 MG,489.421,,,,,,,,
J9100,Cytarabine hcl 100 MG inj,100 MG,1.724,,,95,8.19,,,,
J9110,Cytarabine hcl 500 MG inj,500 MG,3.921,,,95,8.55,,,,
J9120,Dactinomycin actinomycin d,0.5 MG,543.462,,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,4.254,,,,,,,,
J9140,Dacarbazine 200 MG inj,200 MG,8.359,,,,,,,,
J9150,Daunorubicin,10 MG,15.241,,,,,,,,
J9151,Daunorubicin citrate liposom,10 MG,56.335,,,,,,,,
J9160,"Denileukin diftitox, 300 mcg",300 MCG,1476.177,,,,,,,,
J9170,Docetaxel,20 MG,345.536,,,,,,,,
J9175,Elliotts b solution per ml,1 ML,4.074,,,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,2.594,,,,,,,,
J9181,Etoposide 10 MG inj,10 MG,0.542,,,,,,,,
J9185,Fludarabine phosphate inj,50 MG,154.274,,,,,,,,
J9190,Fluorouracil injection,500 MG,1.519,,,95,2.07,,,,
J9200,Floxuridine injection,500 MG,47.498,,,95,136.8,,,,
J9201,Gemcitabine HCl,200 MG,141.77,,,,,,,,
J9202,Goserelin acetate implant,3.6 MG,196.728,,,,,,,,
J9206,Irinotecan injection,20 MG,13.433,,,,,,,,
J9207,Ixabepilone injection,1 MG,63.74,,,,,,,,
J9208,Ifosfamide injection,1 GM,29.958,,,95,150.38,,,,
J9209,Mesna injection,200 MG,4.42,,,,,,,,
J9211,Idarubicin hcl injection,5 MG,98.562,,,,,,,,
J9212,Interferon alfacon-1,1 MCG,6.883,,,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,15.836,,,,,,,,
J9216,Interferon gamma 1-b inj,3 MIL UNITS,299.685,,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,214.569,,,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,5.396,,,,,,,,
J9219,Leuprolide acetate implant,65 MG,4819.82,,,,,,,,
J9225,Histrelin implant,50 MG,1473.601,,,,,,,,
J9226,Supprelin LA implant,50 MG,14875.425,,,,,,,,
J9230,Mechlorethamine hcl inj,10 MG,147.34,,,,,,,,
J9245,Inj melphalan hydrochl 50 MG,50 MG,1654.023,,,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.212,,,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.122,,,,,,,,
J9261,Nelarabine injection,50 MG,103.234,,,,,,,,
J9263,Oxaliplatin,0.5 MG,9.73,,,,,,,,
J9264,Paclitaxel protein bound,1 MG,9.261,,,,,,,,
J9265,Paclitaxel injection,30 MG,8.456,,,,,,,,Updated July 2010
J9266,Pegaspargase/singl dose vial,1 EA,2747.509,,,,,,,,
J9268,Pentostatin injection,10 MG,1426.472,,,,,,,,
J9280,Mitomycin 5 MG inj,5 MG,18.085,,,95,127.4,,,,
J9290,Mitomycin 20 MG inj,20 MG,72.341,,,,,,,,
J9291,Mitomycin 40 MG inj,40 MG,144.681,,,,,,,,
J9293,Mitoxantrone hydrochl / 5 MG,5 MG,66.772,,,,,,,,
J9300,Gemtuzumab ozogamicin,5 MG,2622.302,,,,,,,,
J9303,Panitumumab inj,10 MG,86.845,,,,,,,,
J9305,Pemetrexed injection,10 MG,49.435,,,,,,,,
J9310,Rituximab cancer treatment,100 MG,563.334,,,,,,,,
J9320,Streptozocin injection,1 GM,283.698,,,,,,,,
J9330,Temsirolimus injection,1 MG,48.854,,,,,,,,
J9340,Thiotepa injection,15 MG,99.566,,,,,,,,
J9350,Topotecan,4 MG,1007.896,,,,,,,,
J9355,Trastuzumab,10 MG,64.731,,,95,58.13,,,,
J9357,Valrubicin injection,200 MG,971.49,,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,0.962,,,95,4.1,,,,
J9370,Vincristine sulfate 1 MG inj,1 MG,5.718,,,95,33.98,,,,
J9375,Vincristine sulfate 2 MG inj,2 MG,11.435,,,95,67.96,,,,
J9380,Vincristine sulfate 5 MG inj,5 MG,28.588,,,95,169.91,,,,
J9390,Vinorelbine tartrate/10 mg,10 MG,12.176,,,,,,,,
J9395,"Injection, Fulvestrant",25 MG,82.18,,,,,,,,
J9600,Porfimer sodium,75 MG,2798.262,,,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,28.149,,,,,95,28.149,,
P9043,"Plasma protein fract,5%,50ml",50 ML,23.275,,,,,95,23.275,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,56.326,,,,,95,56.326,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,26.353,,,,,95,26.353,,
P9047,"Albumin (human), 25%, 50ml",50 ML,52.735,,,,,95,52.735,,
P9048,"Plasmaprotein fract,5%,250ml",250 ML,41.211,,,,,95,41.211,,
Q0163,Diphenhydramine HCl 50mg,50 MG,0.022,,,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.041,,,,,,,,
Q0165,Prochlorperazine maleate10mg,10 MG,0.055,,,,,,,,
Q0166,Granisetron HCl 1 mg oral,1 MG,7.082,,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,6.795,,,,,,,,
Q0168,Dronabinol 5mg oral,5 MG,13.567,,,,,,,,
Q0169,Promethazine HCl oral,12.5 MG,0.432,,,,,,,,
Q0170,Promethazine HCl 25 mg oral,25 MG,0.138,,,,,,,,Updated October 2010
Q0171,Chlorpromazine HCl 10mg oral,10 MG,0.012,,,,,,,,
Q0172,Chlorpromazine HCl 25mg oral,25 MG,0.034,,,,,,,,
Q0173,Trimethobenzamide HCl 250mg,250 MG,0.738,,,,,,,,
Q0175,Perphenazine 4mg oral,4 MG,0.628,,,,,,,,
Q0176,Perphenazine 8mg oral,8 MG,0.614,,,,,,,,
Q0177,Hydroxyzine pamoate 25mg,25 MG,0.04,,,,,,,,
Q0178,Hydroxyzine pamoate 50mg,50 MG,0.049,,,,,,,,
Q0179,Ondansetron HCl 8mg oral,8 MG,10.418,,,,,,,,
Q0180,Dolasetron mesylate oral,100 MG,58.403,,,,,,,,
Q0515,Sermorelin acetate injection,1 MCG,1.8,,,,,,,,
Q2009,"Fosphenytoin, 50 mg",50 MG,0.507,,,,,,,,
Q2017,"Teniposide, 50 mg",50 MG,325.568,,,,,,,,
Q2023,"Xyntha, inj",1 IU,1.075,,,,,,,1,
Q2024,Bevacizumab injection,0.25 MG,1.437,,,,,,,,
Q3025,IM inj interferon beta 1-a,11 MCG,190.845,,,,,,,,
Q4080,Iloprost inhalation solution,20 MCG,60.124,,,,,,,,
Q4081,"Epoetin alfa, for ESRD on dialysis",100 UNITS,0.958,,,,,,,,
Q4101,Apligraf skin sub,1 SQ CM,32.774,,,,,,,,
Q4102,Oasis wound matrix skin sub,1 SQ CM,4.204,,,,,,,,
Q4103,Oasis burn matrix skin sub,1 SQ CM,4.204,,,,,,,,
Q4104,Integra BMWD skin sub,1 SQ CM,13.378,,,,,,,,Revised for April 2010
Q4105,Integra DRT skin sub,1 SQ CM,9.263,,,,,,,,Revised for April 2010
Q4106,Dermagraft skin sub,1 SQ CM,40.004,,,,,,,,
Q4107,Graftjacket skin sub,1 SQ CM,90.948,,,,,,,,
Q4108,Integra matrix skin sub,1 SQ CM,18.321,,,,,,,,
Q4109,Tissuemend skin sub,1 SQ CM,76.972,,,,,,,,
Q4110,Primatrix skin sub,1 SQ CM,34.64,,,,,,,,
Q4111,Gammagraft skin sub,1 SQ CM,7.262,,,,,,,,
Q4112,Cymetra allograft,1 CC,333.768,,,,,,,,
Q4113,Graftjacket express allograf,1 CC,333.768,,,,,,,,
Q4114,Integra flowable wound matri,1 CC,907.36,,,,,,,,
Q4115,Alloskin skin sub,1 SQ CM,9.54,,,,,,,,
Q4116,Alloderm skin sub,1 SQ CM,32.334,,,,,,,,
Q9953,"Inj Fe-based MR contrast,1ml",1 ML,31.026,,,,,,,,
Q9954,"Oral MR contrast, 100 ml",100 ML,9.922,,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,41.211,,,,,,,,Revised for April 2010
Q9957,"Inj perflutren lip micros,ml",1 ML,61.816,,,,,,,,
Q9958,HOCM <=149 mg/ml iodine,1 ML,0.076,,,,,,,,
Q9960,HOCM 200-249mg/ml iodine,1 ML,0.109,,,,,,,,
Q9961,HOCM 250-299mg/ml iodine,1 ML,0.199,,,,,,,,
Q9962,HOCM 300-349mg/ml iodine,1 ML,0.183,,,,,,,,
Q9963,HOCM 350-399mg/ml iodine,1 ML,0.159,,,,,,,,
Q9964,HOCM>= 400mg/ml iodine,1 ML,0.292,,,,,,,,
Q9965,LOCM 100-199mg/ml iodine,1 ML,1.071,,,,,,,,
Q9966,LOCM 200-299mg/ml iodine,1 ML,0.342,,,,,,,,
Q9967,LOCM 300-399mg/ml iodine,1 ML,0.203,,,,,,,,
