J7323,"Euflexxa, inj",PER DOSE,$109.600,,,,,,,
J7324,"Orthovisc, inj",PER DOSE,$179.490,,,,,,,
J7330,Cultured chondrocytes implnt,1 EA,"$21,926.164",,,,,,,
J7340,Metabolic active D/E tissue,1 SQ CM,$31.516,,,,,,,
J7341,"Non-human, metabolic tissue",1 SQ CM,$4.083,,,,,,,
J7342,Metabolically active tissue,1 SQ CM,$38.478,,,,,,,
J7343,Nonmetabolic act d/e tissue,1 SQ CM,$11.342,,,,,,,
J7344,Nonmetabolic active tissue,1 SQ CM,$87.683,,,,,,,
J7346,Injectable human tissue,1 CC,$383.268,,,,,,,
J7347,"Non-human, non-metab tissue",1 SQ CM,$17.149,,,,,,,
J7348,Tissuemend tissue,PER SQ CM,$70.882,,,,,,,
J7349,Primatrix tissue,PER SQ CM,$34.740,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,$0.118,,,,,,,
J7501,Azathioprine parenteral,100 MG,$90.990,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,$3.671,,,,,,,
J7504,Lymphocyte immune globulin,250 MG,$439.478,,,,,,,
J7505,Monoclonal antibodies,5 MG,"$1,104.181",,,,,,,
J7506,Prednisone oral,5 MG,$0.031,,,,,,,
J7507,Tacrolimus oral per 1 MG,1 MG,$3.901,,,,,,,
J7509,Methylprednisolone oral,4 MG,$0.084,,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,$0.020,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,$372.336,,,,,,,
J7513,"Daclizumab, parenteral",25 MG,$344.553,,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,$0.877,,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,$19.371,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,$3.146,,,,,,,
J7518,Mycophenolic acid,180 MG,$2.602,,,,,,,
J7520,"Sirolimus, oral",1 MG,$8.403,,,,,,,
J7525,Tacrolimus injection,5 MG,$139.602,,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,$4.990,,,,,,,
J7608,Acetylcysteine inh sol u d,1 GM,$1.906,,,,,,,
J7611,Albuterol non-comp con1,1 MG,$0.084,,,,,,,
J7612,Levalbuterol non-comp con1,0.5 MG,$0.155,,,,,,,
J7613,Albuterol non-comp unit dose1,1 MG,$0.044,,,,,,,
J7614,Levalbuterol non-comp unit dose1,0.5 MG,$0.212,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,$0.307,,,,,,,
J7626,Budesonide non-comp unit dose,0.5 MG,$5.392,,,,,,,
J7631,Cromolyn sodium inh sol u d,10 MG,$0.711,,,,,,,
J7639,Dornase alpha inhal sol u d,1 MG,$21.608,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,$0.212,,,,,,,
J7669,Metaproterenol non-comp unit dose,10 MG,$0.249,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,$0.414,,,,,,,
J7682,Tobramycin non-comp unit dose,300 MG,$63.558,,,,,,,
J8501,Oral aprepitant,5 MG,$5.336,,,,,,,
J8510,Oral busulfan,2 MG,$2.798,,,,,,,
J8515,"Cabergoline, oral 0.25mg",0.25 MG,$12.613,,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,$4.915,,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,$16.341,,,,,,,
J8530,Cyclophosphamide oral 25 MG,25 MG,$0.912,,,,,,,
J8540,Oral dexamethasone,0.25 MG,$0.365,,,,,,,
J8560,Etoposide oral 50 MG,50 MG,$29.346,,,,,,,
J8610,Methotrexate oral 2.5 MG,2.5 MG,$0.162,,,,,,,
J8700,Temozolomide,5 MG,$8.243,,,,,,,
J9000,Doxorubic hcl 10 MG vl chemo,10 MG,$4.655,,,,,,,
J9001,Doxorubicin hcl liposome inj,10 MG,$429.510,,,95,$393.480,,,
J9010,Alemtuzumab injection,10 MG,$551.241,,,,,,,
J9015,Aldesleukin/single use vial,1 EA,$808.017,,,,,,,
J9017,Arsenic trioxide,1 MG,$34.538,,,,,,,
J9020,Asparaginase injection,10000 UNITS,$58.067,,,,,,,
J9025,Azacitidine injection,1 MG,$4.582,,,,,,,
J9027,Clofarabine injection,1 MG,$115.793,,,,,,,
J9031,Bcg live intravesical vac,1 EA,$114.487,,,,,,,
J9035,Bevacizumab injection,10 MG,$57.369,,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,$34.833,,,95,$289.370,,,
J9041,Bortezomib injection,0.1 MG,$35.342,,,,,,,
J9045,Carboplatin injection,50 MG,$9.607,,,,,,,
J9050,Carmus bischl nitro inj,100 MG,$164.417,,,,,,,
J9055,Cetuximab injection,10 MG,$49.757,,,,,,,
J9060,Cisplatin 10 MG injection,10 MG,$2.304,,,,,,,
J9062,Cisplatin 50 MG injection,50 MG,$11.519,,,,,,,
J9065,Inj cladribine per 1 MG,1 MG,$29.349,,,95,$61.720,,,
J9070,Cyclophosphamide 100 MG inj,100 MG,$2.127,,,,,,,revised 04/01/2009
J9080,Cyclophosphamide 200 MG inj,200 MG,$4.255,,,,,,,revised 04/01/2009
J9090,Cyclophosphamide 500 MG inj,500 MG,$10.637,,,,,,,revised 04/01/2009
J9091,Cyclophosphamide 1.0 grm inj,1 GM,$21.275,,,,,,,revised 04/01/2009
J9092,Cyclophosphamide 2.0 grm inj,2 GM,$42.549,,,,,,,revised 04/01/2009
J9093,Cyclophosphamide lyophilized,100 MG,$1.864,,,,,,,
J9094,Cyclophosphamide lyophilized,200 MG,$3.729,,,,,,,
J9095,Cyclophosphamide lyophilized,500 MG,$9.322,,,,,,,
J9096,Cyclophosphamide lyophilized,1 GM,$18.644,,,,,,,
J9097,Cyclophosphamide lyophilized,2 GM,$37.288,,,,,,,
J9098,Cytarabine liposome,10 MG,$448.168,,,,,,,
J9100,Cytarabine hcl 100 MG inj,100 MG,$1.683,,,95,$8.190,,,
J9110,Cytarabine hcl 500 MG inj,500 MG,$8.416,,,95,$8.550,,,
J9120,Dactinomycin actinomycin d,0.5 MG,$495.614,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,$4.455,,,,,,,
J9140,Dacarbazine 200 MG inj,200 MG,$8.774,,,,,,,
J9150,Daunorubicin,10 MG,$16.897,,,,,,,
J9151,Daunorubicin citrate liposom,10 MG,$56.099,,,,,,,
J9160,"Denileukin diftitox, 300 mcg",300 MCG,"$1,432.293",,,,,,,
J9170,Docetaxel,20 MG,$334.637,,,,,,,
J9175,Elliotts b solution per ml,1 ML,$4.074,,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,$5.446,,,,,,,
J9181,Etoposide 10 MG inj,10 MG,$0.484,,,,,,,
J9182,Etoposide 100 MG inj,100 MG,$4.842,,,,,,,
J9185,Fludarabine phosphate inj,50 MG,$221.204,,,,,,,
J9190,Fluorouracil injection,500 MG,$1.679,,,95,$2.070,,,
J9200,Floxuridine injection,500 MG,$50.539,,,95,$136.800,,,
J9201,Gemcitabine HCl,200 MG,$135.082,,,,,,,
J9202,Goserelin acetate implant,3.6 MG,$189.447,,,,,,,
J9206,Irinotecan injection,20 MG,$36.997,,,,,,,
J9208,Ifosfamide injection,1 GM,$33.803,,,95,$150.380,,,
J9209,Mesna injection,200 MG,$7.061,,,,,,,revised 04/01/2009
J9211,Idarubicin hcl injection,5 MG,$234.510,,,,,,,
J9212,Interferon alfacon-1,1 MCG,$4.948,,,,,,,
J9213,Interferon alfa-2a inj,3 MIL UNITS,$40.527,,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,$14.730,,,,,,,
J9216,Interferon gamma 1-b inj,3 MIL UNITS,$351.787,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,$172.939,,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,$6.679,,,,,,,
J9219,Leuprolide acetate implant,65 MG,"$1,693.403",,,,,,,
J9225,Histrelin implant,50 MG,"$1,430.396",,,,,,,
J9226,Supprelin LA implant,50 MG,"$14,413.329",,,,,,,revised 04/01/2009
J9230,Mechlorethamine hcl inj,10 MG,$144.682,,,,,,,
J9245,Inj melphalan hydrochl 50 MG,50 MG,"$1,624.598",,,,,,,
J9250,Methotrexate sodium inj,5 MG,$0.226,,,,,,,
J9260,Methotrexate sodium inj,50 MG,$2.357,,,,,,,
J9261,Nelarabine injection,50 MG,$96.091,,,,,,,
J9263,Oxaliplatin,0.5 MG,$9.562,,,,,,,
J9264,Paclitaxel protein bound,1 MG,$8.792,,,,,,,
J9265,Paclitaxel injection,30 MG,$11.037,,,,,,,revised 04/01/2009
J9266,Pegaspargase/singl dose vial,1 EA,"$2,618.529",,,,,,,
J9268,Pentostatin injection,10 MG,"$1,622.651",,,,,,,
J9280,Mitomycin 5 MG inj,5 MG,$15.862,,,95,$127.400,,,
J9290,Mitomycin 20 MG inj,20 MG,$63.448,,,,,,,
J9291,Mitomycin 40 MG inj,40 MG,$126.896,,,,,,,
J9293,Mitoxantrone hydrochl / 5 MG,5 MG,$87.192,,,,,,,
J9300,Gemtuzumab ozogamicin,5 MG,"$2,495.293",,,,,,,
J9303,Panitumumab inj,10 MG,$81.862,,,,,,,revised 04/01/2009
J9305,Pemetrexed injection,10 MG,$47.294,,,,,,,
J9310,Rituximab cancer treatment,100 MG,$534.664,,,,,,,
J9320,Streptozocin injection,1 GM,$196.715,,,,,,,
J9340,Thiotepa injection,15 MG,$94.541,,,,,,,
J9350,Topotecan,4 MG,$930.667,,,,,,,
J9355,Trastuzumab,10 MG,$61.494,,,95,$58.130,,,
J9360,Vinblastine sulfate inj,1 MG,$1.009,,,95,$4.100,,,
J9370,Vincristine sulfate 1 MG inj,1 MG,$6.799,,,95,$33.980,,,
J9375,Vincristine sulfate 2 MG inj,2 MG,$13.598,,,95,$67.960,,,
J9380,Vincristine sulfate 5 MG inj,5 MG,$33.994,,,95,$169.910,,,
J9390,Vinorelbine tartrate/10 mg,10 MG,$16.572,,,,,,,
J9395,"Injection, Fulvestrant",25 MG,$81.240,,,,,,,
J9600,Porfimer sodium,75 MG,"$2,538.424",,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,$27.322,,,,,95,$27.322,
P9043,"Plasma protein fract,5%,50ml",50 ML,$22.344,,,,,95,$22.344,
P9045,"Albumin (human), 5%, 250 ml",250 ML,$54.682,,,,,95,$54.682,
P9046,"Albumin (human), 25%, 20 ml",20 ML,$25.593,,,,,95,$25.593,
P9047,"Albumin (human), 25%, 50ml",50 ML,$51.196,,,,,95,$51.196,
P9048,"Plasmaprotein fract,5%,250ml",250 ML,$41.211,,,,,95,$41.211,
Q0163,Diphenhydramine HCl 50mg,50 MG,$0.019,,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,$0.050,,,,,,,
Q0165,Prochlorperazine maleate10mg,10 MG,$0.032,,,,,,,
Q0166,Granisetron HCl 1 mg oral,1 MG,$17.877,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,$5.876,,,,,,,
Q0168,Dronabinol 5mg oral,5 MG,$11.838,,,,,,,
Q0169,Promethazine HCl oral,12.5 MG,$0.421,,,,,,,
Q0170,Promethazine HCl 25 mg oral,25 MG,$0.127,,,,,,,
Q0171,Chlorpromazine HCl 10mg oral,10 MG,$0.012,,,,,,,
Q0172,Chlorpromazine HCl 25mg oral,25 MG,$0.032,,,,,,,
Q0173,Trimethobenzamide HCl 250mg,250 MG,$0.335,,,,,,,
Q0175,Perphenazine 4mg oral,4 MG,$0.205,,,,,,,
Q0176,Perphenazine 8mg oral,8 MG,$0.221,,,,,,,
Q0177,Hydroxyzine pamoate 25mg,25 MG,$0.044,,,,,,,
Q0178,Hydroxyzine pamoate 50mg,50 MG,$0.052,,,,,,,
Q0179,Ondansetron HCl 8mg oral,8 MG,$3.938,,,,,,,
Q0180,Dolasetron mesylate oral,100 MG,$57.078,,,,,,,
Q0515,Sermorelin acetate injection,1 MCG,$1.750,,,,,,,
Q2009,"Fosphenytoin, 50 mg",50 MG,$0.728,,,,,,,
Q2017,"Teniposide, 50 mg",50 MG,$302.725,,,,,,,
Q3025,IM inj interferon beta 1-a,11 MCG,$146.659,,,,,,,
Q4080,Iloprost inhalation solution,20 MCG,$48.500,,,,,,,
Q4081,"Epoetin alfa, for ESRD on dialysis",100 UNITS,$0.910,,,,,,,
Q4096,"VWF complex, NOS",1 IU VWF:RCO,$0.769,,,,,,,
Q4097,Privigen Injection,500 MG,$33.636,,,,,,,
Q4098,Iron dextran injection,50 MG,$11.810,,,,,,,
Q4099,"Formoterol fumarate, inh",20 MCG,$4.292,,,,,,,
Q9953,"Inj Fe-based MR contrast,1ml",1 ML,$30.406,,,,,,,
Q9954,"Oral MR contrast, 100 ml",100 ML,$9.739,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,$40.321,,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,$62.158,,,,,,,
Q9958,HOCM <=149 mg/ml iodine,1 ML,$0.066,,,,,,,
Q9960,HOCM 200-249mg/ml iodine,1 ML,$0.114,,,,,,,
Q9961,HOCM 250-299mg/ml iodine,1 ML,$0.154,,,,,,,
Q9962,HOCM 300-349mg/ml iodine,1 ML,$0.183,,,,,,,
Q9963,HOCM 350-399mg/ml iodine,1 ML,$0.155,,,,,,,
Q9964,HOCM>= 400mg/ml iodine,1 ML,$0.292,,,,,,,
Q9965,LOCM 100-199mg/ml iodine,1 ML,$1.387,,,,,,,
Q9966,LOCM 200-299mg/ml iodine,1 ML,$0.397,,,,,,,
Q9967,LOCM 300-399mg/ml iodine,1 ML,$0.205,,,,,,,
