Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Effective October 1, 2016 through December 31, 2016",,,,,,,,,,,,,
,,,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q16 ASP data. ,,,,,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of a payment",,,,,,,,,,,,,
allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local Medicare contractor,,,,,,,,,,,,,
processing the claim.,,,,,,,,,,,,,
,,,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Infusion AWP%,DME Infusion Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,,
J7200,Factor ix recombinan rixubis,1 IU,1.248,,,,,,,1,,,
J7201,Factor ix fc fusion recomb,1 IU,2.815,,,,,,,1,,,
J7205,Factor viii fc fusion recomb,1 IU,1.892,,,,,,,1,,,
J7308,Aminolevulinic acid hcl top,354 MG,327.413,,,,,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,20126.595,,,,,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,200.903,,,,,,,,,,
J7313,Fluocinol acet intravit imp,0.01 MG,490.947,,,,,,,,,,
J7316,"Inj, Ocriplasmin, 0.125 mg",0.125 MG,1046.750,,,,,,,,,,
J7321,Hyalgan/supartz inj per dose,per dose,87.730,,,,,,,,,,
J7323,Euflexxa inj per dose,per dose,155.315,,,,,,,,,,
J7324,Orthovisc inj per dose,per dose,159.279,,,,,,,,,,
J7325,Synvisc or Synvisc-One,1 MG,12.769,,,,,,,,,,
J7326,Gel-One,per dose,587.579,,,,,,,,,,
J7327,Monovisc inj per dose,Per Dose,917.768,,,,,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,2.979,,,,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.333,,,,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,3.365,,,,,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.232,,,,,,,,,,
J7504,Lymphocyte immune globulin,250 MG,1438.737,,,,,,,,,,
J7507,Tacrolimus Imme Rel oral 1mg,1 MG,0.754,,,,,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.393,,,,,,,,,,
J7509,Methylprednisolone oral,4 MG,0.341,,,,,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.101,,,,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,690.838,,,,,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.007,,,,,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.895,,,,,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,41.560,,,,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.949,,,,,,,,,,
J7518,Mycophenolic acid,180 MG,2.878,,,,,,,,,,
J7520,"Sirolimus, oral",1 MG,7.572,,,,,,,,AMP-based payment limit,,
J7525,Tacrolimus injection,5 MG,163.772,,,,,,,,,,
J7527,Oral everolimus,0.25 MG,7.693,,,,,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,8.974,,,,,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,10.666,,,,,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,4.826,,,,,,,,,,
J7611,Albuterol non-comp con,1 MG,0.118,,,,,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.204,,,,,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.048,,,,,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.073,,,,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.172,,,,,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,3.981,,,,,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,0.880,,,,,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,42.501,,,,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.229,,,,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.518,,,,,,,,,,
J7682,Tobramycin non-comp unit,300 MG,45.424,,,,,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,521.876,,,,,,,,,,
J8501,Oral aprepitant,5 MG,11.108,,,,,,,,,,
J8510,Oral busulfan,2 MG,23.693,,,,,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,4.122,,,,,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,13.777,,,,,,,,,,
J8530,Cyclophosphamide oral 25 MG,25 MG,3.344,,,,,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.026,,,,,,,,,,
J8560,Etoposide oral 50 MG,50 MG,71.609,,,,,,,,,,
J8600,Melphalan oral 2 MG,2 MG,11.708,,,,,,,,,,
J8610,Methotrexate oral 2.5 MG,2.5 MG,1.006,,,,,,,,,,
J8655,Netupitant palonosetron oral,0.5 MG,461.966,,,,,,,,,,
J8700,Temozolomide,5 MG,2.664,,,,,,,,,,
J8705,Topotecan oral,0.25 mg,103.853,,,,,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.534,,,,,,,,,,
J9017,Arsenic trioxide injection,1 MG,64.619,,,,,,,,,,
J9019,Erwinaze injection,"1,000 IU",402.743,,,,,,,,,,
J9025,Azacitidine injection,1 MG,2.844,,,,,,,,,,
J9027,Clofarabine injection,1 MG,152.442,,,,,,,,,,
J9031,Bcg live intravesical vac,1 EA,123.195,,,,,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,33.538,,,,,,,,,,
J9033,Bendamustine injection,1 MG,27.014,,,,,,,,,,
J9035,Bevacizumab injection,10 MG,72.310,,,,,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,28.196,,,95,289.370,,,,,,
J9041,Bortezomib injection,0.1 MG,46.523,,,,,,,,,,
J9042,Brentuximab vedotin inj,1 MG,129.089,,,,,,,,,,
J9043,Cabazitaxel injection,1 MG,154.569,,,,,,,,,,
J9045,Carboplatin injection,50 MG,3.551,,,,,,,,,,
J9047,"Injection, Carfilzomib, 1 mg",1 MG,31.948,,,,,,,,,,
J9050,Carmustine injection,100 MG,3847.562,,,,,,,,,,
J9055,Cetuximab injection,10 MG,55.631,,,,,,,,,,
J9060,Cisplatin 10 MG injection,10 MG,2.069,,,,,,,,,,
J9065,Inj cladribine per 1 MG,1 MG,21.747,,,95,61.720,,,,,,
J9070,Cyclophosphamide 100 MG inj,100 MG,43.971,,,,,,,,,,
J9098,Cytarabine liposome inj,10 MG,595.763,,,,,,,,,,
J9100,Cytarabine hcl 100 MG inj,100 MG,0.904,,,95,8.190,,,,,,
J9120,Dactinomycin injection,0.5 MG,1276.378,,,,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,3.958,,,,,,,,,,
J9150,Daunorubicin injection,10 MG,40.026,,,,,,,,,,
J9155,Degarelix injection,1 MG,3.623,,,,,,,,,,
J9171,Docetaxel injection,1 MG,2.717,,,,,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.167,,,,,,,,AMP-based payment limit,,
J9179,Eribulin mesylate injection,0.1 MG,106.076,,,,,,,,,,
J9181,Etoposide injection,10 MG,0.687,,,,,,,,,,
J9185,Fludarabine phosphate inj,50 MG,59.773,,,,,,,,,,
J9190,Fluorouracil injection,500 MG,1.699,,,95,2.070,,,,AMP-based payment limit,,
J9200,Floxuridine injection,500 MG,52.795,,,95,136.800,,,,AMP-based payment limit,,
J9201,Gemcitabine hcl injection,200 MG,6.307,,,,,,,,,,
J9202,Goserelin acetate implant,3.6 MG,327.120,,,,,,,,,,
J9206,Irinotecan injection,20 MG,4.011,,,,,,,,,,
J9207,Ixabepilone injection,1 MG,77.872,,,,,,,,,,
J9208,Ifosfamide injection,1 GM,28.182,,,95,150.380,,,,,,
J9209,Mesna injection,200 MG,2.385,,,,,,,,,,
J9211,Idarubicin hcl injection,5 MG,29.757,,,,,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,26.856,,,,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,225.012,,,,,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,17.900,,,,,,,,,,
J9225,Vantas implant,50 MG,3138.039,,,,,,,,,,
J9226,Supprelin LA implant,50 MG,26205.503,,,,,,,,,,
J9228,Ipilimumab injection,1 MG,142.653,,,,,,,,,,
J9230,Mechlorethamine hcl inj,10 MG,265.888,,,,,,,,,,
J9245,Inj melphalan hydrochl 50 MG,50 MG,1871.626,,,,,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.238,,,,,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.375,,,,,,,,,,
J9261,Nelarabine injection,50 MG,152.209,,,,,,,,,,
J9263,Oxaliplatin,0.5 MG,0.390,,,,,,,,,,
J9264,Paclitaxel protein bound,1 MG,10.322,,,,,,,,,,
J9266,Pegaspargase injection,1 EA,13911.229,,,,,,,,,,
J9267,Paclitaxel injection,1 MG,0.175,,,,,,,,,,
J9268,Pentostatin injection,10 MG,1887.770,,,,,,,,,,
J9271,Inj pembrolizumab,1 MG,46.495,,,,,,,,,,
J9280,Mitomycin injection,5 MG,103.169,,,,,,,,,,
J9293,Mitoxantrone hydrochl / 5 MG,5 MG,36.746,,,,,,,,,,
J9299,"Injection, nivolumab",1 MG,26.064,,,,,,,,,,
J9301,Obinutuzumab inj,10 MG,56.203,,,,,,,,,,
J9302,Ofatumumab injection,10 MG,51.868,,,,,,,,,,
J9303,Panitumumab injection,10 MG,105.599,,,,,,,,,,
J9305,Pemetrexed injection,10 MG,62.779,,,,,,,,,,
J9306,"Injection, Pertuzumab, 1 mg",1 MG,10.645,,,,,,,,,,
J9307,Pralatrexate injection,1 MG,229.719,,,,,,,,,,
J9308,"Injection, ramucirumab",5 MG,55.934,,,,,,,,,,
J9310,Rituximab injection,100 MG,792.920,,,,,,,,,,
J9315,Romidepsin injection,1 MG,306.787,,,,,,,,,,
J9320,Streptozocin injection,1 GM,323.601,,,,,,,,,,
J9328,Temozolomide injection,1 MG,8.242,,,,,,,,,,
J9330,Temsirolimus injection,1 MG,66.674,,,,,,,,,,
J9351,Topotecan injection,0.1 MG,3.056,,,,,,,,,,
J9354,"Inj, Ado-trastuzumab Emt 1mg",1 MG,29.215,,,,,,,,,,
J9355,Trastuzumab injection,10 MG,92.091,,,95,58.130,,,,,,
J9357,Valrubicin injection,200 MG,1148.727,,,,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,3.541,,,95,4.100,,,,,,
J9370,Vincristine sulfate 1 MG inj,1 MG,4.246,,,95,33.980,,,,,,
J9371,"Inj, vincristine sul lip 1 mg",1 MG,2506.488,,,,,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,10.346,,,,,,,,,,
J9395,"Injection, Fulvestrant",25 MG,95.774,,,,,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.446,,,,,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,11.020,,,,,95,11.020,,,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,54.720,,,,,95,54.720,,,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,22.488,,,,,95,22.488,,,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.438,,,,,95,53.438,,,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.883,,,,,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.883,,,,,,,,,,
Q0162,Ondansetron oral,1 MG,1.009,,,,,,,,,,
Q0163,Diphenhydramine HCl 50mg,50 MG,0.266,,,,,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.040,,,,,,,,,,
Q0166,Granisetron hcl 1 mg oral,1 MG,0.411,,,,,,,,AMP-based payment limit,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,2.463,,,,,,,,AMP-based payment limit,,
Q0169,Promethazine HCl 12.5mg oral,12.5 MG,0.021,,,,,,,,,,
Q0180,Dolasetron mesylate oral,100 MG,94.760,,,,,,,,,,
Q2035,"Afluria vacc, 3 yrs & >, im",0.5 ml,16.284,95,16.284,,,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates,,
Q2037,"Fluvirin vacc, 3 yrs & >, im",0.5 ML,16.284,95,16.284,,,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates,,
Q2043,Sipuleucel-T auto CD54+,Per infusion (minimum 50 million cells),38034.649,,,,,,,,updated January 2017,,
Q2050,Doxorubicin inj 10mg,10 MG,435.442,,,,,,,,,,
Q3027,Inj beta interferon im 1 mcg,1 MCG,45.372,,,,,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,123.932,,,,,,,,,,
Q4081,"Epoetin alfa, 100 units ESRD",100 UNITS,1.259,,,,,,,,,,
Q4101,Apligraf skin sub,1 SQ CM,31.022,,,,,,,,,,
Q4102,Oasis wound matrix skin sub,1 SQ CM,11.010,,,,,,,,,,
Q4104,Integra BMWD skin sub,1 SQ CM,34.258,,,,,,,,updated July 2017,,
Q4105,Integra DRT skin sub,1 SQ CM,16.573,,,,,,,,updated July 2017,,
Q4106,Dermagraft skin sub,1 SQ CM,33.441,,,,,,,,,,
Q4107,Graftjacket skin sub,1 SQ CM,88.334,,,,,,,,,,
Q4108,Integra matrix skin sub,1 SQ CM,37.631,,,,,,,,updated July 2017,,
Q4110,Primatrix skin sub,1 SQ CM,50.720,,,,,,,,,,
Q4111,Gammagraft skin sub,1 SQ CM,6.880,,,,,,,,,,
Q4112,Cymetra allograft,1 CC,223.468,,,,,,,,,,
Q4113,Graftjacket express allograf,1 CC,223.468,,,,,,,,,,
Q4115,Alloskin,1 SQ CM,9.976,,,,,,,,,,
Q4116,Alloderm skin sub,1 SQ CM,32.202,,,,,,,,,,
Q4121,Theraskin,1 SQ CM,42.709,,,,,,,,,,
Q4123,Alloskin RT,1 SQ CM,20.060,,,,,,,,,,
Q4131,Epifix,1 SQ CM,169.401,,,,,,,,,,
Q5101,Inj filgrastim g-csf biosim,1 MCG,0.828,,,,,,,,,,
Q9950,Inj sulf hexa lipid microsph,1 ML,22.329,,,,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,34.549,,,,,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,51.824,,,,,,,,,,
Q9958,"HOCM <=149 mg/ml iodine, 1ml",1 ML,0.077,,,,,,,,,,
Q9960,"HOCM 200-249mg/ml iodine,1ml",1 ML,0.225,,,,,,,,,,
Q9961,"HOCM 250-299mg/ml iodine,1ml",1 ML,0.202,,,,,,,,,,
Q9963,"HOCM 350-399mg/ml iodine,1ml",1 ML,0.195,,,,,,,,,,
Q9965,"LOCM 100-199mg/ml iodine,1ml",1 ML,0.853,,,,,,,,,,
Q9966,"LOCM 200-299mg/ml iodine,1ml",1 ML,0.179,,,,,,,,,,
Q9967,"LOCM 300-399mg/ml iodine,1ml",1 ML,0.124,,,,,,,,,,
