Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,
,,,,,,,,,,,
"Effective July 1, 2019 through September 30, 2019",,,,,,,,,,,
,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 1Q19 ASP data.,,,,,,,,,,,
"Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate Medicare coverage of the drug. Similarly, the inclusion of ",,,,,,,,,,,
a payment allowance limit within a specific column does not indicate Medicare coverage of the drug in that specific category.  These determinations shall be made by the local ,,,,,,,,,,,
Medicare contractor processing the claim.,,,,,,,,,,,
,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,,
J7195,Factor ix recombinant nos,1 IU,1.507,,,,,1,,,
J7197,Antithrombin iii injection,1 IU,3.407,,,,,,,,
J7198,Anti-inhibitor,1 IU,1.928,,,,,1,,,
J7200,Factor ix recombinan rixubis,1 IU,1.399,,,,,1,,,
J7201,Factor ix alprolix recomb,1 IU,3.120,,,,,1,,,
J7202,Factor ix idelvion inj,1 IU,4.307,,,,,1,,,
J7205,Factor viii fc fusion recomb,1 IU,2.096,,,,,1,,,
J7207,Factor viii pegylated recomb,1 IU,1.740,,,,,1,Updated October 2019,,
J7208,Inj. Jivi 1 iu,1 IU,2.021,,,,,1,Added July 2019,,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.388,,,,,1,,,
J7210,"Inj, afstyla, 1 i.u.        ",1 IU,1.357,,,,,1,Added July 2019,,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.260,,,,,1,Added July 2019,,
J7308,Aminolevulinic acid hcl top,354 MG,401.385,,,,,,,,
J7311,Fluocinolone acetonide implt,0.59 MG,20125.831,,,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,199.809,,,,,,,,
J7313,Fluocinol acet intravit imp,0.01 MG,490.941,,,,,,,,
J7316,"Inj, ocriplasmin, 0.125 mg",0.125 MG,1046.927,,,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,74.853,,,,,,,,
J7323,Euflexxa inj per dose,per dose,143.291,,,,,,,,
J7325,Synvisc or synvisc-one,1 MG,11.388,,,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.152,,,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,218.879,,,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.456,,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.928,,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.178,,,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.320,,,,,,,,
J7504,Lymphocyte immune globulin,250 MG,2072.235,,,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.474,,,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.479,,,,,,,,
J7509,Methylprednisolone oral,4 MG,0.241,,,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.081,,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,761.123,,,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.015,,,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.665,,,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,53.251,,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.632,,,,,,,,
J7518,Mycophenolic acid,180 MG,2.979,,,,,,,,
J7520,"Sirolimus, oral",1 MG,6.956,,,,,,AMP-based payment limit,,
J7525,Tacrolimus injection,5 MG,211.780,,,,,,,,
J7527,Oral everolimus,0.25 MG,8.905,,,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,10.230,,,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,11.546,,,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,5.968,,,,,,,,
J7611,Albuterol non-comp con,1 MG,0.166,,,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.209,,,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.043,,,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.066,,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.133,,,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,2.254,,,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,5.307,,,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,47.780,,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.197,,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.669,,,,,,,,
J7682,Tobramycin non-comp unit,300 MG,43.985,,,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,612.957,,,,,,,,
J8501,Oral aprepitant,5 MG,4.929,,,,,,,,
J8510,Oral busulfan,2 MG,24.278,,,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,1.213,,,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,3.644,,,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,3.921,,,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.005,,,,,,,,
J8560,Etoposide oral 50 mg,50 MG,74.611,,,,,,,,
J8600,Melphalan oral 2 mg,2 MG,12.000,,,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.150,,,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,250.199,,,,,,,,
J8670,"Rolapitant, oral, 1mg",1 MG,2.218,,,,,,,,
J8700,Temozolomide,5 MG,0.765,,,,,,,,
J8705,Topotecan oral,0.25 mg,103.700,,,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.894,,,,,,,,
J9017,Arsenic trioxide injection,1 MG,51.229,,,,,,,,
J9019,Erwinaze injection,"1,000 IU",414.825,,,,,,,,
J9022,"Inj, atezolizumab,10 mg",10 MG,77.178,,,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,82.743,,,,,,,,
J9025,Azacitidine injection,1 MG,1.274,,,,,,,,
J9027,Clofarabine injection,1 MG,57.576,,,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,2.821,,,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,39.393,,,,,,,,
J9033,"Inj., treanda 1 mg",1 MG,28.877,,,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,23.801,,,,,,,,
J9035,Bevacizumab injection,10 MG,81.282,,,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,23.492,,,,,,Added July 2019,,
J9039,"Injection, blinatumomab",1 MCG,112.957,,,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,27.637,,,,,,,,
J9041,"Inj., velcade 0.1 mg",0.1 MG,44.528,,,,,,,,
J9042,Brentuximab vedotin inj,1 MG,163.066,,,,,,,,
J9043,Cabazitaxel injection,1 MG,173.456,,,,,,,,
J9044,"Inj, bortezomib, nos, 0.1 mg",0.1 MG,25.191,,,,,,,,
J9045,Carboplatin injection,50 MG,2.890,,,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,37.248,,,,,,,,
J9050,Carmustine injection,100 MG,3534.848,,,,,,,,
J9055,Cetuximab injection,10 MG,62.112,,,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,1.891,,,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,19.727,,,,,,,,
J9070,Cyclophosphamide 100 mg inj,100 MG,34.727,,,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.583,,,,,,AMP-based payment limit,,
J9120,Dactinomycin injection,0.5 MG,1094.179,,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,4.058,,,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,53.751,,,,,,,,
J9150,Daunorubicin injection,10 MG,47.140,,,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,192.306,,,,,,,,
J9155,Degarelix injection,1 MG,3.903,,,,,,,,
J9171,Docetaxel injection,1 MG,0.854,,,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,74.856,,,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,6.491,,,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,0.925,,,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,115.762,,,,,,,,
J9181,Etoposide injection,10 MG,0.622,,,,,,,,
J9185,Fludarabine phosphate inj,50 MG,59.725,,,,,,,,
J9190,Fluorouracil injection,500 MG,1.836,,,,,,,,
J9200,Floxuridine injection,500 MG,74.833,,,,,,,,
J9201,Gemcitabine hcl injection,200 MG,4.462,,,,,,,,
J9202,Goserelin acetate implant,3.6 MG,500.246,,,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,49.786,,,,,,,,
J9206,Irinotecan injection,20 MG,2.737,,,,,,,,
J9207,Ixabepilone injection,1 MG,89.454,,,,,,,,
J9208,Ifosfamide injection,1 GM,25.692,,,,,,,,
J9209,Mesna injection,200 MG,1.468,,,,,,,,
J9211,Idarubicin hcl injection,5 MG,32.545,,,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,33.990,,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,229.518,,,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,53.969,,,,,,,,
J9225,Vantas implant,50 MG,3897.396,,,,,,,,
J9226,Supprelin la implant,50 MG,34994.491,,,,,,,,
J9228,Ipilimumab injection,1 MG,153.059,,,,,,,,
J9245,Inj melphalan hydrochl 50 mg,50 MG,636.134,,,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.240,,,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.400,,,,,,,,
J9261,Nelarabine injection,50 MG,152.323,,,,,,,,
J9262,"Inj, omacetaxine mep, 0.01mg",0.01 MG,3.108,,,,,,Added July 2019,,
J9263,Oxaliplatin,0.5 MG,0.126,,,,,,,,
J9264,Paclitaxel protein bound,1 MG,12.304,,,,,,,,
J9266,Pegaspargase injection,1 EA,16430.063,,,,,,,,
J9267,Paclitaxel injection,1 MG,0.135,,,,,,,,
J9268,Pentostatin injection,10 MG,2020.302,,,,,,,,
J9271,Inj pembrolizumab,1 MG,49.584,,,,,,,,
J9280,Mitomycin injection,5 MG,100.376,,,,,,,,
J9285,"Inj, olaratumab, 10 mg",10 MG,52.059,,,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,27.268,,,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.743,,,,,,,,
J9299,"Injection, nivolumab",1 MG,27.804,,,,,,,,
J9301,Obinutuzumab inj,10 MG,63.336,,,,,,,,
J9302,Ofatumumab injection,10 MG,59.798,,,,,,,,
J9303,Panitumumab injection,10 MG,117.756,,,,,,,,
J9305,Pemetrexed injection,10 MG,69.543,,,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,12.250,,,,,,,,
J9307,Pralatrexate injection,1 MG,286.529,,,,,,,,
J9308,"Injection, ramucirumab",5 MG,58.394,,,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,44.319,,,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,94.973,,,,,,,,
J9315,Romidepsin injection,1 MG,310.550,,,,,,,,
J9320,Streptozocin injection,1 GM,344.843,,,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,51.098,,,,,,,,
J9328,Temozolomide injection,1 MG,10.395,,,,,,,,
J9330,Temsirolimus injection,1 MG,57.928,,,,,,,,
J9340,Thiotepa injection,15 MG,420.426,,,,,,Added July 2019,,
J9351,Topotecan injection,0.1 MG,1.014,,,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,310.837,,,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,31.286,,,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,106.975,,,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,80.258,,,,,,Added July 2019,,
J9357,Valrubicin injection,200 MG,1384.141,,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,3.095,,,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,4.792,,,,,,,,
J9371,"Inj, vincristine sul lip 1mg",1 MG,3030.373,,,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,8.845,,,,,,,,
J9395,"Injection, fulvestrant",25 MG,98.778,,,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.422,,,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.490,,,95,10.490,,,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,52.450,,,95,52.450,,,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,20.980,,,95,20.980,,,,
P9047,"Albumin (human), 25%, 50ml",50 ML,52.450,,,95,52.450,,,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.997,,,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.997,,,,,,,,
Q0162,Ondansetron oral,1 MG,0.027,,,,,,,,
Q0163,Diphenhydramine hcl 50mg,50 MG,0.280,,,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.320,,,,,,,,
Q0166,Granisetron hcl 1 mg oral,1 MG,3.006,,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,0.754,,,,,,AMP-based payment limit,,
Q0169,Promethazine hcl 12.5mg oral,12.5 MG,0.040,,,,,,,,
Q2035,"Afluria vacc, 3 yrs & >, im",0.5 ml,18.236,95,18.236,,,,see the Seasonal Influenza Vaccines Pricing webpage for current payment limits and effective dates,,
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),44024.597,,,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,349.298,,,,,,,,
Q3027,Inj beta interferon im 1 mcg,1 MCG,53.893,,,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,141.832,,,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,1.146,,,,,,,,
Q4101,Apligraf,1 SQ CM,30.804,,,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,11.925,,,,,,,,
Q4106,Dermagraft,1 SQ CM,32.749,,,,,,,,
Q4107,Graftjacket,1 SQ CM,95.721,,,,,,,,
Q4110,Primatrix,1 SQ CM,48.844,,,,,,Added July 2019,,
Q4111,Gammagraft,1 SQ CM,7.377,,,,,,,,
Q4112,Cymetra injectable,1 CC,872.078,,,,,,,,
Q4113,Graftjacket xpress,1 CC,872.078,,,,,,,,
Q4115,Alloskin,1 SQ CM,9.100,,,,,,,,
Q4121,Theraskin,1 SQ CM,41.962,,,,,,,,
Q4132,"Grafix core, grafixpl core",1 SQ CM,131.426,,,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,139.040,,,,,,,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,82.461,,,,,,Added July 2019,,
Q4145,"Epifix, inj, 1mg",1 MG,19.190,,,,,,Added July 2019,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,155.610,,,,,,Added July 2019,,
Q4154,Biovance 1 square cm,1 SQ CM,110.219,,,,,,Added July 2019,,
Q4159,Affinity1 square cm,1 SQ CM,175.454,,,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,110.326,,,,,,Added July 2019,,
Q4170,"Cygnus, per sq cm",1 SQ CM,68.413,,,,,,Added July 2019,,
Q4186,Epifix 1 sq cm,1 SQ CM,160.018,,,,,,,,
Q4195,Puraply 1 sq cm,1 SQ CM,99.925,,,,,,,,
Q4196,Puraply am 1 sq cm,1 SQ CM,104.484,,,,,,,,
Q5101,"Injection, zarxio",1 MCG,0.608,,,,,,,,
Q5103,"Injection, inflectra",10 MG,51.324,,,,,,,,
Q5104,"Injection, renflexis",10 MG,54.649,,,,,,,,
Q5105,Inj retacrit esrd on dialysi,100 UNITS,1.018,,,,,,,,
Q5106,Inj retacrit non-esrd use,1000 UNITS,10.184,,,,,,,,
Q5108,"Injection, fulphila",0.5 MG,332.547,,,,,,,,
Q5110,Nivestym,1 MCG,0.687,,,,,,,,
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,359.207,,,,,,,,
Q9950,Inj sulf hexa lipid microsph,1 ML,19.735,,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,32.419,,,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,48.629,,,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.067,,,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.192,,,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,0.969,,,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.315,,,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.111,,,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1674.800,,,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1674.800,,,,,,,,
,,,,,,,,,,,
