Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,
,,,,,,,,,,,
"Effective October 1, 2020 through December 31, 2020",,,,,,,,,,,
,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q20 ASP data.,,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.783,,,,,1,,,
J7180,Factor xiii anti-hem factor,1 IU,8.773,,,,,1,,,
J7181,Factor xiii recomb a-subunit,1 IU,15.526,,,,,1,,,
J7182,Factor viii recomb novoeight,1 IU,1.266,,,,,1,updated April 2021,,
J7183,Wilate injection,1 I.U. VWF:RCO,1.023,,,,,1,,,
J7185,Xyntha inj,1 IU,1.306,,,,,1,,,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.136,,,,,1,,,
J7187,"Humate-p, inj",1 IU,1.207,,,,,1,,,
J7188,Factor viii recomb obizur,1 IU,3.186,,,,,1,,,
J7189,Factor viia,1 MCG,2.250,,,,,1,,,
J7190,Factor viii,1 IU,1.015,,,,,1,,,
J7192,Factor viii recombinant nos,1 IU,1.378,,,,,1,,,
J7193,Factor ix non-recombinant,1 IU,1.164,,,,,1,,,
J7194,Factor ix complex,1 IU,1.491,,,,,1,,,
J7195,Factor ix recombinant nos,1 IU,1.534,,,,,1,,,
J7197,Antithrombin iii injection,1 IU,3.504,,,,,,,,
J7198,Anti-inhibitor,1 IU,2.051,,,,,1,,,
J7200,Factor ix recombinan rixubis,1 IU,1.456,,,,,1,,,
J7201,Factor ix alprolix recomb,1 IU,3.252,,,,,1,,,
J7202,Factor ix idelvion inj,1 IU,4.438,,,,,1,,,
J7203,Factor ix recomb gly rebinyn,1 MG,4.009,,,,,1,,,
J7204,Inj recombin esperoct per iu,1 i.u.,2.286,,,,,,Added October 2020,,
J7205,Factor viii fc fusion recomb,1 IU,2.167,,,,,1,,,
J7207,Factor viii pegylated recomb,1 IU,1.874,,,,,1,,,
J7208,Inj. jivi 1 iu,1 IU,2.020,,,,,1,,,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.355,,,,,1,,,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.338,,,,,1,,,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.219,,,,,1,,,
J7308,Aminolevulinic acid hcl top,354 MG,394.752,,,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,340.622,,,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,199.756,,,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,490.873,,,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,491.133,,,,,,,,
J7316,"Inj, ocriplasmin, 0.125 mg",0.125 MG,1046.927,,,,,,,,
J7321,Hyalgan or supartz inj dose,per dose,79.812,,,,,,,,
J7323,Euflexxa inj per dose,per dose,140.312,,,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,128.409,,,,,,,,
J7325,Synvisc or synvisc-one,1 MG,10.218,,,,,,,,
J7327,Monovisc inj per dose,PER DOSE,694.582,,,,,,,,
J7331,"Synojoynt, inj., 1 mg",1 MG,4.394,,,,,,Added October 2020,,
J7336,Capsaicin 8% patch,1 SQ CM,3.250,,,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,213.095,,,,,,,,
J7342,Ciprofloxacin otic susp 6 mg,6 MG,29.968,,,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.525,,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,1.160,,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,1.785,,,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.383,,,,,,,,
J7504,Lymphocyte immune globulin,250 MG,2257.665,,,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.751,,,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.477,,,,,,,,
J7509,Methylprednisolone oral,4 MG,0.248,,,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.123,,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,817.122,,,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.013,,,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.644,,,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,61.747,,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.414,,,,,,,,
J7518,Mycophenolic acid,180 MG,1.904,,,,,,,,
J7520,"Sirolimus, oral",1 MG,6.383,,,,,,,,
J7525,Tacrolimus injection,5 MG,211.974,,,,,,,,
J7527,Oral everolimus,0.25 MG,8.028,,,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,11.169,,,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,11.647,,,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,5.923,,,,,,,,
J7611,Albuterol non-comp con,1 MG,0.337,,,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.377,,,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.041,,,,,,Updated October 2021,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.060,,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.124,,,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.589,,,,,,Updated October 2021,,
J7631,Cromolyn sodium noncomp unit,10 MG,2.705,,,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,47.787,,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.197,,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.764,,,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.197,,,,,,,,
J7682,Tobramycin non-comp unit,300 MG,32.459,,,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,642.992,,,,,,,,
J8501,Oral aprepitant,5 MG,4.855,,,,,,updated April 2021,,
J8520,"Capecitabine, oral, 150 mg",150 MG,0.668,,,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,2.408,,,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,2.017,,,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.104,,,,,,,,
J8560,Etoposide oral 50 mg,50 MG,75.493,,,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.150,,,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,270.102,,,,,,,,
J8670,"Rolapitant, oral, 1mg",1 MG,2.266,,,,,,,,
J8700,Temozolomide,5 MG,0.622,,,,,,,,
J8705,Topotecan oral,0.25 mg,103.828,,,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.703,,,,,,,,
J9017,Arsenic trioxide injection,1 MG,22.063,,,,,,,,
J9019,Erwinaze injection,"1,000 IU",427.269,,,,,,,,
J9022,"Inj, atezolizumab,10 mg",10 MG,78.279,,,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,84.700,,,,,,,,
J9025,Azacitidine injection,1 MG,0.801,,,,,,,,
J9027,Clofarabine injection,1 MG,52.637,,,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,2.793,,,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,42.794,,,,,,,,
J9033,"Inj., treanda 1 mg",1 MG,24.693,,,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,20.273,,,,,,,,
J9035,Bevacizumab injection,10 MG,76.361,,,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,21.612,,,,,,,,
J9039,"Injection, blinatumomab",1 MCG,118.586,,,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,26.923,,,,,,,,
J9041,"Inj., velcade 0.1 mg",0.1 MG,44.973,,,,,,,,
J9042,Brentuximab vedotin inj,1 MG,175.282,,,,,,,,
J9043,Cabazitaxel injection,1 MG,181.509,,,,,,,,
J9044,"Inj, bortezomib, nos, 0.1 mg",0.1 MG,22.036,,,,,,,,
J9045,Carboplatin injection,50 MG,2.758,,,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,39.198,,,,,,,,
J9050,Carmustine injection,100 MG,2016.270,,,,,,,,
J9055,Cetuximab injection,10 MG,64.409,,,,,,Updated January 2021,,
J9060,Cisplatin 10 mg injection,10 MG,1.713,,,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,19.573,,,,,,,,
J9070,Cyclophosphamide 100 mg inj,100 MG,29.672,,,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.680,,,,,,AMP-based payment limit,,
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,27.401,,,,,,,,
J9120,Dactinomycin injection,0.5 MG,1044.534,,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,4.459,,,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,56.286,,,,,,,,
J9150,Daunorubicin injection,10 MG,43.838,,,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,197.794,,,,,,,,
J9155,Degarelix injection,1 MG,3.842,,,,,,,,
J9171,Docetaxel injection,1 MG,0.851,,,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,76.023,,,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,6.671,,,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,27.958,,,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.530,,,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,117.663,,,,,,,,
J9181,Etoposide injection,10 MG,0.768,,,,,,,,
J9185,Fludarabine phosphate inj,50 MG,66.011,,,,,,,,
J9190,Fluorouracil injection,500 MG,1.528,,,,,,,,
J9200,Floxuridine injection,500 MG,46.439,,,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,3.957,,,,,,,,
J9202,Goserelin acetate implant,3.6 MG,503.586,,,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,205.380,,,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,203.883,,,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,54.331,,,,,,,,
J9206,Irinotecan injection,20 MG,2.536,,,,,,,,
J9207,Ixabepilone injection,1 MG,101.189,,,,,,,,
J9208,Ifosfamide injection,1 GM,26.312,,,,,,,,
J9209,Mesna injection,200 MG,2.127,,,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,441.593,,,,,,Added October 2020,,
J9211,Idarubicin hcl injection,5 MG,37.664,,,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,34.346,,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,224.452,,,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,23.091,,,,,,,,
J9225,Vantas implant,50 MG,4558.133,,,,,,,,
J9226,Supprelin la implant,50 MG,40237.001,,,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,66.670,,,,,,Added October 2020,,
J9228,Ipilimumab injection,1 MG,157.382,,,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2341.499,,,,,,,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,260.376,,,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.233,,,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.325,,,,,,,,
J9261,Nelarabine injection,50 MG,152.151,,,,,,,,
J9262,"Inj, omacetaxine mep, 0.01mg",0.01 MG,2.976,,,,,,,,
J9263,Oxaliplatin,0.5 MG,0.117,,,,,,,,
J9264,Paclitaxel protein bound,1 MG,13.298,,,,,,,,
J9266,Pegaspargase injection,1 EA,19717.763,,,,,,,,
J9267,Paclitaxel injection,1 MG,0.155,,,,,,,,
J9268,Pentostatin injection,10 MG,2060.277,,,,,,,,
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,270.585,,,,,,Added October 2020,,
J9271,Inj pembrolizumab,1 MG,50.846,,,,,,,,
J9280,Mitomycin injection,5 MG,49.879,,,,,,,,
J9285,"Inj, olaratumab, 10 mg",10 MG,52.067,,,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,28.688,,,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.731,,,,,,,,
J9299,"Injection, nivolumab",1 MG,28.559,,,,,,,,
J9301,Obinutuzumab inj,10 MG,63.736,,,,,,,,
J9302,Ofatumumab injection,10 MG,61.942,,,,,,,,
J9303,Panitumumab injection,10 MG,123.553,,,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,71.954,,,,,,Updated January 2021,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,12.945,,,,,,,,
J9307,Pralatrexate injection,1 MG,311.224,,,,,,,,
J9308,"Injection, ramucirumab",5 MG,60.709,,,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,110.717,,,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,41.140,,,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,92.556,,,,,,,,
J9313,"Inj., lumoxiti, 0.01 mg",0.01 MG,22.460,,,,,,Added October 2020,,
J9315,Romidepsin injection,1 MG,336.542,,,,,,,,
J9320,Streptozocin injection,1 GM,349.537,,,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,53.923,,,,,,,,
J9328,Temozolomide injection,1 MG,10.377,,,,,,,,
J9330,Temsirolimus injection,1 MG,44.989,,,,,,,,
J9340,Thiotepa injection,15 MG,475.392,,,,,,,,
J9351,Topotecan injection,0.1 MG,1.275,,,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,318.927,,,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,32.789,,,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,99.675,,,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,75.084,,,,,,,,
J9357,Valrubicin injection,200 MG,1403.170,,,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,24.142,,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,3.982,,,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,5.339,,,,,,,,
J9371,"Inj, vincristine sul lip 1mg",1 MG,3320.169,,,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,9.463,,,,,,,,
J9395,"Injection, fulvestrant",25 MG,52.875,,,,,,updated April 2021,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.073,,,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.490,,,95,10.490,,,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,52.450,,,95,52.450,,,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,20.980,,,95,20.980,,,,
P9047,"Albumin (human), 25%, 50ml",50 ML,52.450,,,95,52.450,,,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.983,,,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.983,,,,,,,,
Q0162,Ondansetron oral,1 MG,0.012,,,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.256,,,,,,,,
Q0166,Granisetron hcl 1 mg oral,1 MG,1.330,,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,0.677,,,,,,AMP-based payment limit,,
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),49671.772,,,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,315.731,,,,,,,,
Q3027,Inj beta interferon im 1 mcg,1 MCG,54.322,,,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,140.403,,,,,,updated April 2021,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.911,,,,,,,,
Q4101,Apligraf,1 SQ CM,30.458,,,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,10.214,,,,,,,,
Q4106,Dermagraft,1 SQ CM,32.007,,,,,,,,
Q4110,Primatrix,1 SQ CM,46.405,,,,,,,,
Q4111,Gammagraft,1 SQ CM,6.936,,,,,,,,
Q4121,Theraskin,1 SQ CM,39.149,,,,,,,,
Q4132,"Grafix core, grafixpl core",1 SQ CM,114.628,,,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,131.423,,,,,,Updated January 2021,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,85.361,,,,,,,,
Q4145,"Epifix, inj, 1mg",1 MG,18.327,,,,,,,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,124.346,,,,,,,,
Q4154,Biovance 1 square cm,1 SQ CM,116.584,,,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,100.110,,,,,,,,
Q4186,Epifix 1 sq cm,1 SQ CM,155.994,,,,,,,,
Q4195,Puraply 1 sq cm,1 SQ CM,105.940,,,,,,,,
Q4196,Puraply am 1 sq cm,1 SQ CM,111.585,,,,,,,,
Q5101,"Injection, zarxio",1 MCG,0.468,,,,,,,,
Q5103,"Injection, inflectra",10 MG,43.724,,,,,,,,
Q5104,"Injection, renflexis",10 MG,44.547,,,,,,,,
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.861,,,,,,,,
Q5106,Inj retacrit non-esrd use,1000 UNITS,8.612,,,,,,,,
Q5107,Inj mvasi 10 mg,10 MG,60.939,,,,,,,,
Q5108,"Injection, fulphila",0.5 MG,269.041,,,,,,,,
Q5110,Nivestym,1 MCG,0.621,,,,,,,,
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,286.674,,,,,,,,
Q5112,Inj ontruzant 10 mg,10 MG,92.296,,,,,,,,
Q5113,Inj herzuma 10 mg,10 MG,91.523,,,,,,,,
Q5114,Inj ogivri 10 mg,10 MG,76.407,,,,,,,,
Q5115,Inj truxima 10 mg,10 MG,68.799,,,,,,,,
Q5116,"Inj., trazimera, 10 mg",10 MG,83.104,,,,,,,,
Q5117,"Inj., kanjinti, 10 mg",10 MG,78.723,,,,,,,,
Q5118,"Inj., zirabev, 10 mg",10 MG,62.235,,,,,,,,
Q5119,"Inj ruxience, 10 mg",10 MG,70.900,,,,,,,,
Q5120,Inj pegfilgrastim-bmez 0.5mg,0.5 MG,305.552,,,,,,,,
Q5121,"Inj. avsola, 10 mg",10 MG,51.500,,,,,,Added October 2020,,
Q9950,Inj sulf hexa lipid microsph,1 ML,18.329,,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,31.751,,,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,47.627,,,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.068,,,,,,,,
Q9960,"Hocm 200-249mg/ml iodine,1ml",1 ML,0.200,,,,,,,,
Q9961,"Hocm 250-299mg/ml iodine,1ml",1 ML,0.246,,,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.182,,,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,0.718,,,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.336,,,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.104,,,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1743.482,,,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1743.482,,,,,,,,
