Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective July 1, 2020 through September 30, 2020",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 1Q20 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J7207,Factor viii pegylated recomb,1 IU,1.868,,,,,1,
J7208,Inj. jivi 1 iu,1 IU,2.018,,,,,1,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.339,,,,,1,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.345,,,,,1,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.226,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,394.626,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,341.298,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,200.078,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,490.801,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,491.133,,,,,,Added July 2020
J7316,"Inj, ocriplasmin, 0.125 mg",0.125 MG,1046.927,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,75.730,,,,,,
J7323,Euflexxa inj per dose,per dose,149.229,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,133.535,,,,,,
J7325,Synvisc or synvisc-one,1 MG,11.186,,,,,,
J7327,Monovisc inj per dose,PER DOSE,766.343,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.250,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,221.960,,,,,,
J7342,Ciprofloxacin otic susp 6 mg,6 MG,29.975,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.529,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.682,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.119,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.383,,,,,,
J7504,Lymphocyte immune globulin,250 MG,2225.617,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.587,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.478,,,,,,
J7509,Methylprednisolone oral,4 MG,0.337,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.121,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,778.995,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.012,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.703,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,61.704,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.405,,,,,,
J7518,Mycophenolic acid,180 MG,2.286,,,,,,
J7520,"Sirolimus, oral",1 MG,6.709,,,,,,
J7525,Tacrolimus injection,5 MG,212.166,,,,,,
J7527,Oral everolimus,0.25 MG,8.894,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,10.999,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,11.635,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,5.483,,,,,,
J7611,Albuterol non-comp con,1 MG,0.235,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.288,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.047,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.060,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.134,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.777,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,4.023,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,47.785,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.208,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.768,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.196,,,,,,Added July 2020
J7682,Tobramycin non-comp unit,300 MG,31.478,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,642.992,,,,,,
J8501,Oral aprepitant,5 MG,4.874,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,0.839,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,2.134,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,2.258,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.103,,,,,,
J8560,Etoposide oral 50 mg,50 MG,75.290,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.220,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,236.015,,,,,,
J8670,"Rolapitant, oral, 1mg",1 MG,2.739,,,,,,
J8700,Temozolomide,5 MG,0.616,,,,,,
J8705,Topotecan oral,0.25 mg,103.700,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.931,,,,,,
J9017,Arsenic trioxide injection,1 MG,28.669,,,,,,
J9019,Erwinaze injection,"1,000 IU",418.324,,,,,,
J9022,"Inj, atezolizumab,10 mg",10 MG,78.493,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,85.092,,,,,,
J9025,Azacitidine injection,1 MG,1.092,,,,,,
J9027,Clofarabine injection,1 MG,57.879,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,2.815,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,42.393,,,,,,
J9033,"Inj., treanda 1 mg",1 MG,25.225,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,20.436,,,,,,
J9035,Bevacizumab injection,10 MG,78.399,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,22.207,,,,,,
J9039,"Injection, blinatumomab",1 MCG,117.760,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,27.129,,,,,,
J9041,"Inj., velcade 0.1 mg",0.1 MG,44.987,,,,,,
J9042,Brentuximab vedotin inj,1 MG,175.861,,,,,,
J9043,Cabazitaxel injection,1 MG,181.473,,,,,,
J9044,"Inj, bortezomib, nos, 0.1 mg",0.1 MG,24.167,,,,,,
J9045,Carboplatin injection,50 MG,2.857,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,38.972,,,,,,
J9050,Carmustine injection,100 MG,1973.692,,,,,,
J9055,Cetuximab injection,10 MG,64.713,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,1.845,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,20.652,,,,,,
J9070,Cyclophosphamide 100 mg inj,100 MG,34.566,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.708,,,,,,AMP-based payment limit
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,27.413,,,,,,
J9120,Dactinomycin injection,0.5 MG,1101.733,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,4.274,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,56.063,,,,,,
J9150,Daunorubicin injection,10 MG,46.107,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,198.075,,,,,,
J9155,Degarelix injection,1 MG,3.971,,,,,,
J9171,Docetaxel injection,1 MG,0.868,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,76.179,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,6.671,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,27.958,,,,,,Added July 2020
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.530,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,117.422,,,,,,
J9181,Etoposide injection,10 MG,0.602,,,,,,
J9185,Fludarabine phosphate inj,50 MG,50.743,,,,,,
J9190,Fluorouracil injection,500 MG,1.588,,,,,,
J9200,Floxuridine injection,500 MG,76.390,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,3.878,,,,,,
J9202,Goserelin acetate implant,3.6 MG,504.296,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,204.989,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,203.230,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,54.224,,,,,,
J9206,Irinotecan injection,20 MG,2.754,,,,,,
J9207,Ixabepilone injection,1 MG,99.850,,,,,,
J9208,Ifosfamide injection,1 GM,26.251,,,,,,
J9209,Mesna injection,200 MG,0.611,,,,,,
J9211,Idarubicin hcl injection,5 MG,36.446,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,34.448,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,205.886,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,15.442,,,,,,
J9225,Vantas implant,50 MG,4350.021,,,,,,
J9226,Supprelin la implant,50 MG,38414.971,,,,,,
J9228,Ipilimumab injection,1 MG,157.292,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2337.870,,,,,,
J9245,Inj melphalan hydrochl 50 mg,50 MG,182.788,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.213,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.133,,,,,,
J9261,Nelarabine injection,50 MG,152.387,,,,,,
J9262,"Inj, omacetaxine mep, 0.01mg",0.01 MG,3.312,,,,,,
J9263,Oxaliplatin,0.5 MG,0.149,,,,,,
J9264,Paclitaxel protein bound,1 MG,13.269,,,,,,
J9266,Pegaspargase injection,1 EA,19334.771,,,,,,
J9267,Paclitaxel injection,1 MG,0.161,,,,,,
J9268,Pentostatin injection,10 MG,2069.809,,,,,,
J9271,Inj pembrolizumab,1 MG,51.080,,,,,,Updated April 2021
J9280,Mitomycin injection,5 MG,57.212,,,,,,
J9285,"Inj, olaratumab, 10 mg",10 MG,52.067,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,29.750,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.732,,,,,,
J9299,"Injection, nivolumab",1 MG,28.534,,,,,,
J9301,Obinutuzumab inj,10 MG,64.192,,,,,,
J9302,Ofatumumab injection,10 MG,61.844,,,,,,
J9303,Panitumumab injection,10 MG,122.801,,,,,,
J9305,Pemetrexed injection,10 MG,72.405,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,12.942,,,,,,
J9307,Pralatrexate injection,1 MG,305.667,,,,,,
J9308,"Injection, ramucirumab",5 MG,61.063,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,111.301,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,41.778,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,93.366,,,,,,
J9315,Romidepsin injection,1 MG,330.035,,,,,,
J9320,Streptozocin injection,1 GM,353.013,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,53.514,,,,,,
J9328,Temozolomide injection,1 MG,10.391,,,,,,
J9330,Temsirolimus injection,1 MG,44.514,,,,,,
J9340,Thiotepa injection,15 MG,436.513,,,,,,
J9351,Topotecan injection,0.1 MG,1.211,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,317.915,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,32.818,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,102.317,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,77.013,,,,,,
J9357,Valrubicin injection,200 MG,1418.272,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,24.190,,,,,,Added July 2020
J9360,Vinblastine sulfate inj,1 MG,3.974,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,5.268,,,,,,
J9371,"Inj, vincristine sul lip 1mg",1 MG,3195.345,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,3.374,,,,,,
J9395,"Injection, fulvestrant",25 MG,49.481,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.082,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.490,,,95,10.490,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,52.450,,,95,52.450,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,20.980,,,95,20.980,,
P9047,"Albumin (human), 25%, 50ml",50 ML,52.450,,,95,52.450,,
Q0138,"Ferumoxytol, non-esrd",1 MG,1.056,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,1.056,,,,,,
Q0162,Ondansetron oral,1 MG,0.018,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.227,,,,,,
Q0166,Granisetron hcl 1 mg oral,1 MG,1.035,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,0.876,,,,,,
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),47617.865,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,317.703,,,,,,
Q3027,Inj beta interferon im 1 mcg,1 MCG,54.012,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,140.242,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.970,,,,,,
Q4101,Apligraf,1 SQ CM,30.466,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,10.788,,,,,,
Q4106,Dermagraft,1 SQ CM,32.267,,,,,,
Q4110,Primatrix,1 SQ CM,43.337,,,,,,
Q4111,Gammagraft,1 SQ CM,7.000,,,,,,
Q4121,Theraskin,1 SQ CM,41.244,,,,,,
Q4132,"Grafix core, grafixpl core",1 SQ CM,115.419,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,136.818,,,,,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,89.128,,,,,,
Q4145,"Epifix, inj, 1mg",1 MG,18.432,,,,,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,136.536,,,,,,
Q4154,Biovance 1 square cm,1 SQ CM,111.196,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,100.063,,,,,,
Q4186,Epifix 1 sq cm,1 SQ CM,160.495,,,,,,
Q4195,Puraply 1 sq cm,1 SQ CM,103.101,,,,,,
Q4196,Puraply am 1 sq cm,1 SQ CM,109.523,,,,,,
Q5101,"Injection, zarxio",1 MCG,0.482,,,,,,
Q5103,"Injection, inflectra",10 MG,47.126,,,,,,
Q5104,"Injection, renflexis",10 MG,47.665,,,,,,Updated April 2021
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.897,,,,,,
Q5106,Inj retacrit non-esrd use,1000 UNITS,8.967,,,,,,
Q5107,Inj mvasi 10 mg,10 MG,62.422,,,,,,
Q5108,"Injection, fulphila",0.5 MG,294.344,,,,,,
Q5110,Nivestym,1 MCG,0.619,,,,,,
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,301.798,,,,,,
Q5112,Inj ontruzant 10 mg,10 MG,90.960,,,,,,Added July 2020
Q5113,Inj herzuma 10 mg,10 MG,96.305,,,,,,Added July 2020
Q5114,Inj ogivri 10 mg,10 MG,93.312,,,,,,
Q5115,Inj truxima 10 mg,10 MG,69.193,,,,,,
Q5116,"Inj., trazimera, 10 mg",10 MG,83.162,,,,,,
Q5117,"Inj., kanjinti, 10 mg",10 MG,80.915,,,,,,
Q5118,"Inj., zirabev, 10 mg",10 MG,63.180,,,,,,
Q5119,"Inj ruxience, 10 mg",10 MG,73.830,,,,,,Added July 2020
Q5120,Inj pegfilgrastim-bmez 0.5mg,0.5 MG,317.283,,,,,,Added July 2020
Q9950,Inj sulf hexa lipid microsph,1 ML,18.580,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,32.137,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,48.206,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.072,,,,,,
Q9960,"Hocm 200-249mg/ml iodine,1ml",1 ML,0.200,,,,,,
Q9961,"Hocm 250-299mg/ml iodine,1ml",1 ML,0.253,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.187,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,0.940,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.331,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.111,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1744.524,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1744.524,,,,,,
