Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective January 1, 2021 through March 31, 2021",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q20 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J7204,Inj recombin esperoct per iu,1 i.u.,2.248,,,,,,
J7205,Factor viii fc fusion recomb,1 IU,2.173,,,,,1,
J7207,Factor viii pegylated recomb,1 IU,1.848,,,,,1,
J7208,Inj. jivi 1 iu,1 IU,2.030,,,,,1,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.259,,,,,1,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.352,,,,,1,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.224,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,388.418,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,341.217,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,199.850,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,490.931,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,496.417,,,,,,
J7316,"Inj, ocriplasmin, 0.125 mg",0.125 MG,1046.927,,,,,,
J7321,Hyalgan or supartz inj dose,per dose,75.170,,,,,,
J7323,Euflexxa inj per dose,per dose,135.139,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,128.547,,,,,,
J7325,Synvisc or synvisc-one,1 MG,10.671,,,,,,
J7327,Monovisc inj per dose,PER DOSE,785.187,,,,,,
J7331,"Synojoynt, inj., 1 mg",1 MG,18.016,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.250,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,213.763,,,,,,
J7342,Ciprofloxacin otic susp 6 mg,6 MG,29.983,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.521,,,,,,
J7351,Inj bimatoprost itc imp1mcg,1 MCG,206.375,,,,,,Added January 2021
J7500,Azathioprine oral 50mg,50 MG,0.984,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,1.718,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.420,,,,,,
J7504,Lymphocyte immune globulin,250 MG,2257.645,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.569,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.477,,,,,,
J7509,Methylprednisolone oral,4 MG,0.349,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.128,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,790.601,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.012,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.642,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,51.321,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.475,,,,,,
J7518,Mycophenolic acid,180 MG,2.178,,,,,,
J7520,"Sirolimus, oral",1 MG,6.502,,,,,,
J7525,Tacrolimus injection,5 MG,212.219,,,,,,
J7527,Oral everolimus,0.25 MG,6.997,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,10.996,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,11.656,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,5.744,,,,,,
J7611,Albuterol non-comp con,1 MG,0.236,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.297,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.045,,,,,,Updated October 2021
J7614,Levalbuterol non-comp unit,0.5 MG,0.062,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.119,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.575,,,,,,Updated October 2021
J7631,Cromolyn sodium noncomp unit,10 MG,2.708,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,47.786,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.202,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.771,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.188,,,,,,
J7682,Tobramycin non-comp unit,300 MG,42.670,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,671.835,,,,,,
J8501,Oral aprepitant,5 MG,4.296,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,0.745,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,2.473,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,1.623,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.112,,,,,,
J8560,Etoposide oral 50 mg,50 MG,75.769,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.142,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,270.650,,,,,,
J8670,"Rolapitant, oral, 1mg",1 MG,2.341,,,,,,
J8700,Temozolomide,5 MG,0.532,,,,,,
J8705,Topotecan oral,0.25 mg,103.593,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.500,,,,,,
J9017,Arsenic trioxide injection,1 MG,17.823,,,,,,
J9019,Erwinaze injection,"1,000 IU",427.269,,,,,,
J9022,"Inj, atezolizumab,10 mg",10 MG,78.181,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,85.331,,,,,,
J9025,Azacitidine injection,1 MG,0.914,,,,,,
J9027,Clofarabine injection,1 MG,30.178,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,2.850,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,42.702,,,,,,
J9033,"Inj., treanda 1 mg",1 MG,24.581,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,20.173,,,,,,
J9035,Bevacizumab injection,10 MG,75.748,,,,,,Updated July 2021
J9036,Inj. belrapzo/bendamustine,1 MG,22.273,,,,,,
J9039,"Injection, blinatumomab",1 MCG,118.116,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,27.008,,,,,,
J9041,"Inj., velcade 0.1 mg",0.1 MG,44.666,,,,,,
J9042,Brentuximab vedotin inj,1 MG,182.080,,,,,,
J9043,Cabazitaxel injection,1 MG,184.846,,,,,,
J9044,"Inj, bortezomib, nos, 0.1 mg",0.1 MG,21.101,,,,,,
J9045,Carboplatin injection,50 MG,2.680,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,39.345,,,,,,
J9050,Carmustine injection,100 MG,1743.245,,,,,,
J9055,Cetuximab injection,10 MG,65.483,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,1.681,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,21.023,,,,,,
J9070,Cyclophosphamide 100 mg inj,100 MG,31.164,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.692,,,,,,AMP-based payment limit
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,27.397,,,,,,
J9120,Dactinomycin injection,0.5 MG,934.158,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,4.846,,,,,,
J9144,"Daratumumab, hyaluronidase",10 MG,43.851,,,,,,Added January 2021
J9145,"Injection, daratumumab 10 mg",10 MG,56.037,,,,,,
J9150,Daunorubicin injection,10 MG,42.520,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,201.686,,,,,,
J9155,Degarelix injection,1 MG,3.890,,,,,,
J9171,Docetaxel injection,1 MG,0.720,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,77.052,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,6.673,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,27.958,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.510,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,117.762,,,,,,
J9181,Etoposide injection,10 MG,0.744,,,,,,
J9185,Fludarabine phosphate inj,50 MG,54.976,,,,,,updated April 2021
J9190,Fluorouracil injection,500 MG,1.684,,,,,,
J9200,Floxuridine injection,500 MG,70.126,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,3.968,,,,,,
J9202,Goserelin acetate implant,3.6 MG,501.266,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,205.362,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,206.424,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,54.307,,,,,,
J9206,Irinotecan injection,20 MG,2.449,,,,,,
J9207,Ixabepilone injection,1 MG,102.119,,,,,,
J9208,Ifosfamide injection,1 GM,26.172,,,,,,
J9209,Mesna injection,200 MG,2.192,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,393.159,,,,,,
J9211,Idarubicin hcl injection,5 MG,37.743,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,33.990,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,228.932,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,11.466,,,,,,
J9225,Vantas implant,50 MG,4586.214,,,,,,
J9226,Supprelin la implant,50 MG,40116.002,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,66.372,,,,,,
J9228,Ipilimumab injection,1 MG,157.225,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2341.297,,,,,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,228.788,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.210,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.103,,,,,,
J9261,Nelarabine injection,50 MG,151.888,,,,,,
J9262,"Inj, omacetaxine mep, 0.01mg",0.01 MG,3.312,,,,,,
J9263,Oxaliplatin,0.5 MG,0.115,,,,,,
J9264,Paclitaxel protein bound,1 MG,13.431,,,,,,
J9266,Pegaspargase injection,1 EA,19717.463,,,,,,
J9267,Paclitaxel injection,1 MG,0.154,,,,,,
J9268,Pentostatin injection,10 MG,2001.895,,,,,,
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,283.327,,,,,,
J9271,Inj pembrolizumab,1 MG,50.648,,,,,,
J9280,Mitomycin injection,5 MG,54.238,,,,,,
J9281,Mitomycin instillation,1 MG,282.172,,,,,,Added January 2021
J9285,"Inj, olaratumab, 10 mg",10 MG,52.067,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,24.140,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.737,,,,,,
J9299,"Injection, nivolumab",1 MG,28.541,,,,,,
J9301,Obinutuzumab inj,10 MG,63.543,,,,,,
J9302,Ofatumumab injection,10 MG,62.147,,,,,,
J9303,Panitumumab injection,10 MG,124.165,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,73.186,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,12.985,,,,,,
J9307,Pralatrexate injection,1 MG,310.932,,,,,,
J9308,"Injection, ramucirumab",5 MG,61.657,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,112.115,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,39.901,,,,,,Updated July 2021
J9312,"Inj., rituximab, 10 mg",10 MG,91.836,,,,,,Updated July 2021
J9313,"Inj., lumoxiti, 0.01 mg",0.01 MG,22.476,,,,,,
J9315,Romidepsin injection,1 MG,336.663,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,29.505,,,,,,Added January 2021
J9320,Streptozocin injection,1 GM,348.727,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,54.017,,,,,,
J9328,Temozolomide injection,1 MG,10.375,,,,,,
J9330,Temsirolimus injection,1 MG,42.858,,,,,,
J9340,Thiotepa injection,15 MG,454.817,,,,,,
J9351,Topotecan injection,0.1 MG,1.116,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,318.916,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,32.847,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,100.493,,,,,,Updated July 2021
J9356,"Inj. herceptin hylecta, 10mg",10 MG,74.589,,,,,,
J9357,Valrubicin injection,200 MG,1410.406,,,,,,updated April 2021
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,24.131,,,,,,
J9360,Vinblastine sulfate inj,1 MG,3.678,,,,,,AMP-based payment limit
J9370,Vincristine sulfate 1 mg inj,1 MG,5.040,,,,,,
J9371,"Inj, vincristine sul lip 1mg",1 MG,3320.397,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,9.544,,,,,,
J9395,"Injection, fulvestrant",25 MG,54.765,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.496,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.490,,,95,10.490,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,52.450,,,95,52.450,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,20.980,,,95,20.980,,
P9047,"Albumin (human), 25%, 50ml",50 ML,52.450,,,95,52.450,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.932,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.932,,,,,,
Q0162,Ondansetron oral,1 MG,0.016,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.296,,,,,,
Q0166,Granisetron hcl 1 mg oral,1 MG,1.463,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,0.803,,,,,,AMP-based payment limit
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),49649.408,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,298.802,,,,,,
Q3027,Inj beta interferon im 1 mcg,1 MCG,54.417,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,140.302,,,,,,updated April 2021
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.882,,,,,,
Q4101,Apligraf,1 SQ CM,30.456,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,9.563,,,,,,
Q4106,Dermagraft,1 SQ CM,31.858,,,,,,
Q4110,Primatrix,1 SQ CM,42.330,,,,,,
Q4111,Gammagraft,1 SQ CM,7.020,,,,,,
Q4121,Theraskin,1 SQ CM,43.449,,,,,,
Q4132,"Grafix core, grafixpl core",1 SQ CM,116.594,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,135.234,,,,,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,86.589,,,,,,
Q4145,"Epifix, inj, 1mg",1 MG,18.662,,,,,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,126.011,,,,,,
Q4154,Biovance 1 square cm,1 SQ CM,110.822,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,99.526,,,,,,
Q4186,Epifix 1 sq cm,1 SQ CM,156.229,,,,,,
Q4195,Puraply 1 sq cm,1 SQ CM,95.485,,,,,,
Q4196,Puraply am 1 sq cm,1 SQ CM,108.758,,,,,,
Q5101,"Injection, zarxio",1 MCG,0.413,,,,,,
Q5103,"Injection, inflectra",10 MG,43.059,,,,,,
Q5104,"Injection, renflexis",10 MG,42.086,,,,,,
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.855,,,,,,
Q5106,Inj retacrit non-esrd use,1000 UNITS,8.547,,,,,,
Q5107,Inj mvasi 10 mg,10 MG,56.733,,,,,,
Q5108,"Injection, fulphila",0.5 MG,248.162,,,,,,
Q5110,Nivestym,1 MCG,0.523,,,,,,
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,267.786,,,,,,
Q5112,Inj ontruzant 10 mg,10 MG,88.166,,,,,,
Q5113,Inj herzuma 10 mg,10 MG,86.425,,,,,,
Q5114,Inj ogivri 10 mg,10 MG,73.209,,,,,,Updated July 2021
Q5115,Inj truxima 10 mg,10 MG,68.498,,,,,,
Q5116,"Inj., trazimera, 10 mg",10 MG,74.168,,,,,,Updated July 2021
Q5117,"Inj., kanjinti, 10 mg",10 MG,72.499,,,,,,
Q5118,"Inj., zirabev, 10 mg",10 MG,59.471,,,,,,
Q5119,"Inj ruxience, 10 mg",10 MG,67.323,,,,,,
Q5120,Inj pegfilgrastim-bmez 0.5mg,0.5 MG,297.962,,,,,,
Q5121,"Inj. avsola, 10 mg",10 MG,51.500,,,,,,
Q9950,Inj sulf hexa lipid microsph,1 ML,18.231,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,31.377,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,47.065,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.071,,,,,,
Q9960,"Hocm 200-249mg/ml iodine,1ml",1 ML,0.274,,,,,,
Q9961,"Hocm 250-299mg/ml iodine,1ml",1 ML,0.264,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.184,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,0.852,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.326,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.114,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1737.257,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1737.257,,,,,,
