Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,
,,,,,,,,,
"Effective July 1, 2021 through September 30, 2021",,,,,,,,,
,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 1Q21 ASP data.,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J7203,Factor ix recomb gly rebinyn,1 MG,4.086,,,,,1,
J7204,Inj recombin esperoct per iu,1 i.u.,2.217,,,,,,
J7205,Factor viii fc fusion recomb,1 IU,2.118,,,,,1,
J7207,Factor viii pegylated recomb,1 IU,1.918,,,,,1,
J7208,Inj. jivi 1 iu,1 IU,2.096,,,,,1,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.226,,,,,1,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.370,,,,,1,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.272,,,,,1,
J7212,Factor viia recomb sevenfact,1 MCG,2.185,,,,,1,Added July 2021
J7308,Aminolevulinic acid hcl top,354 MG,382.125,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,340.220,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,200.072,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,490.947,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,507.066,,,,,,
J7321,Hyalgan or supartz inj dose,per dose,73.044,,,,,,
J7323,Euflexxa inj per dose,per dose,129.162,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,134.952,,,,,,
J7325,Synvisc or synvisc-one,1 MG,10.885,,,,,,
J7327,Monovisc inj per dose,PER DOSE,790.583,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.250,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,211.607,,,,,,
J7342,Ciprofloxacin otic susp 6 mg,6 MG,29.977,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.608,,,,,,
J7351,Inj bimatoprost itc imp1mcg,1 MCG,206.262,,,,,,
J7402,Mometasone sinus sinuva,10 MCG,10.560,,,,,,
J7500,Azathioprine oral 50mg,50 MG,3.711,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.128,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.469,,,,,,
J7504,Lymphocyte immune globulin,250 MG,2362.271,,,,,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.520,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.491,,,,,,
J7509,Methylprednisolone oral,4 MG,0.273,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.120,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,845.554,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.014,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.577,,,,,,
J7516,Cyclosporin parenteral 250mg,250 MG,62.635,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.374,,,,,,
J7518,Mycophenolic acid,180 MG,1.463,,,,,,Updated January 2022
J7520,"Sirolimus, oral",1 MG,5.573,,,,,,
J7525,Tacrolimus injection,5 MG,215.744,,,,,,
J7527,Oral everolimus,0.25 MG,5.933,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,11.283,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,11.614,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,5.776,,,,,,
J7611,Albuterol non-comp con,1 MG,0.261,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.294,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.043,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.057,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.117,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.277,,,,,,Updated October 2021
J7631,Cromolyn sodium noncomp unit,10 MG,2.579,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,47.791,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.199,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.807,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.191,,,,,,
J7682,Tobramycin non-comp unit,300 MG,34.744,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,670.898,,,,,,
J8501,Oral aprepitant,5 MG,4.194,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,0.890,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,2.734,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,1.143,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.048,,,,,,
J8560,Etoposide oral 50 mg,50 MG,75.734,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.373,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,316.420,,,,,,
J8670,"Rolapitant, oral, 1mg",1 MG,1.748,,,,,,
J8700,Temozolomide,5 MG,0.452,,,,,,
J8705,Topotecan oral,0.25 mg,104.240,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.566,,,,,,
J9017,Arsenic trioxide injection,1 MG,18.431,,,,,,
J9019,Erwinaze injection,"1,000 IU",427.269,,,,,,
J9022,"Inj, atezolizumab,10 mg",10 MG,79.787,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,85.997,,,,,,
J9025,Azacitidine injection,1 MG,1.211,,,,,,
J9027,Clofarabine injection,1 MG,64.942,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,2.850,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,42.227,,,,,,
J9033,"Inj., treanda 1 mg",1 MG,23.797,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,19.645,,,,,,
J9035,Bevacizumab injection,10 MG,70.595,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,21.259,,,,,,
J9037,Inj belantamab mafodont blmf,0.5 MG,42.909,,,,,,
J9039,"Injection, blinatumomab",1 MCG,122.273,,,,,,
J9040,Bleomycin sulfate injection,15 UNITS,29.468,,,,,,
J9041,"Inj., velcade 0.1 mg",0.1 MG,44.688,,,,,,
J9042,Brentuximab vedotin inj,1 MG,189.164,,,,,,
J9043,Cabazitaxel injection,1 MG,190.222,,,,,,
J9044,"Inj, bortezomib, nos, 0.1 mg",0.1 MG,19.303,,,,,,
J9045,Carboplatin injection,50 MG,2.479,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,40.482,,,,,,
J9050,Carmustine injection,100 MG,1722.023,,,,,,
J9055,Cetuximab injection,10 MG,66.312,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,1.835,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,18.679,,,,,,
J9070,Cyclophosphamide 100 mg inj,100 MG,30.997,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.685,,,,,,AMP-based payment limit
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,27.577,,,,,,
J9120,Dactinomycin injection,0.5 MG,942.717,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,4.301,,,,,,
J9144,"Daratumumab, hyaluronidase",10 MG,45.138,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,57.636,,,,,,
J9150,Daunorubicin injection,10 MG,45.242,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,202.809,,,,,,
J9155,Degarelix injection,1 MG,3.983,,,,,,
J9171,Docetaxel injection,1 MG,0.537,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,76.756,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,6.772,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,29.063,,,,,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.668,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,121.287,,,,,,
J9181,Etoposide injection,10 MG,0.711,,,,,,
J9185,Fludarabine phosphate inj,50 MG,94.500,,,,,,
J9190,Fluorouracil injection,500 MG,1.561,,,,,,
J9198,"Inj. infugem, 100 mg",100 MG,34.157,,,,,,
J9200,Floxuridine injection,500 MG,59.108,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,3.975,,,,,,
J9202,Goserelin acetate implant,3.6 MG,531.626,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,207.992,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,210.045,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,56.605,,,,,,
J9206,Irinotecan injection,20 MG,2.493,,,,,,
J9207,Ixabepilone injection,1 MG,112.086,,,,,,
J9208,Ifosfamide injection,1 GM,24.544,,,,,,
J9209,Mesna injection,200 MG,1.885,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,389.886,,,,,,
J9211,Idarubicin hcl injection,5 MG,38.598,,,,,,
J9214,Interferon alfa-2b inj,1 MIL UNITS,33.760,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,144.464,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,17.256,,,,,,
J9223,"Inj. lurbinectedin, 0.1 mg",0.1 MG,174.200,,,,,,
J9225,Vantas implant,50 MG,5166.292,,,,,,
J9226,Supprelin la implant,50 MG,41645.547,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,67.698,,,,,,
J9228,Ipilimumab injection,1 MG,158.841,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2371.622,,,,,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,224.397,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.223,,,,,,
J9260,Methotrexate sodium inj,50 MG,2.233,,,,,,
J9261,Nelarabine injection,50 MG,152.441,,,,,,
J9262,"Inj, omacetaxine mep, 0.01mg",0.01 MG,3.310,,,,,,
J9263,Oxaliplatin,0.5 MG,0.110,,,,,,
J9264,Paclitaxel protein bound,1 MG,14.104,,,,,,
J9266,Pegaspargase injection,1 EA,21544.127,,,,,,
J9267,Paclitaxel injection,1 MG,0.134,,,,,,
J9268,Pentostatin injection,10 MG,1971.002,,,,,,
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,284.010,,,,,,
J9271,Inj pembrolizumab,1 MG,51.349,,,,,,
J9280,Mitomycin injection,5 MG,44.382,,,,,,
J9281,Mitomycin instillation,1 MG,282.123,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,29.187,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.737,,,,,,
J9299,"Injection, nivolumab",1 MG,28.895,,,,,,
J9301,Obinutuzumab inj,10 MG,64.416,,,,,,
J9302,Ofatumumab injection,10 MG,63.957,,,,,,
J9303,Panitumumab injection,10 MG,128.584,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,74.197,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,13.529,,,,,,
J9307,Pralatrexate injection,1 MG,310.188,,,,,,
J9308,"Injection, ramucirumab",5 MG,62.377,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,113.571,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,38.269,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,87.775,,,,,,
J9313,"Inj., lumoxiti, 0.01 mg",0.01 MG,23.394,,,,,,
J9315,Romidepsin injection,1 MG,336.839,,,,,,
J9316,"Pertuzu, trastuzu, 10 mg",10 MG,72.634,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,30.365,,,,,,
J9320,Streptozocin injection,1 GM,344.938,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,56.514,,,,,,
J9328,Temozolomide injection,1 MG,10.387,,,,,,
J9330,Temsirolimus injection,1 MG,37.634,,,,,,
J9340,Thiotepa injection,15 MG,453.460,,,,,,
J9349,"Inj., tafasitamab-cxix",2 MG,12.638,,,,,,
J9351,Topotecan injection,0.1 MG,1.088,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,324.212,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,34.155,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,90.976,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,72.241,,,,,,
J9357,Valrubicin injection,200 MG,1382.424,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,24.289,,,,,,
J9360,Vinblastine sulfate inj,1 MG,4.073,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,4.943,,,,,,
J9371,"Inj, vincristine sul lip 1mg",1 MG,3320.420,,,,,,
J9390,Vinorelbine tartrate inj,10 MG,9.808,,,,,,
J9395,"Injection, fulvestrant",25 MG,27.596,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.269,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.490,,,95,10.490,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,52.450,,,95,52.450,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,20.980,,,95,20.980,,
P9047,"Albumin (human), 25%, 50ml",50 ML,52.450,,,95,52.450,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.953,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.953,,,,,,
Q0162,Ondansetron oral,1 MG,0.016,,,,,,
Q0164,Prochlorperazine maleate 5mg,5 MG,0.256,,,,,,
Q0166,Granisetron hcl 1 mg oral,1 MG,1.463,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,0.508,,,,,,
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),51712.975,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,257.087,,,,,,
Q3027,Inj beta interferon im 1 mcg,1 MCG,55.519,,,,,,
Q4074,Iloprost non-comp unit dose,UP TO 20 MCG,140.373,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.822,,,,,,
Q4101,Apligraf,1 SQ CM,30.430,,,,,,
Q4102,Oasis wound matrix,1 SQ CM,10.038,,,,,,
Q4106,Dermagraft,1 SQ CM,31.970,,,,,,
Q4110,Primatrix,1 SQ CM,41.352,,,,,,
Q4111,Gammagraft,1 SQ CM,6.962,,,,,,
Q4121,Theraskin,1 SQ CM,43.439,,,,,,
Q4133,Grafix stravix prime pl sqcm,1 SQ CM,136.457,,,,,,
Q4137,Amnioexcel biodexcel 1sq cm,1 SQ CM,87.748,,,,,,
Q4145,"Epifix, inj, 1mg",1 MG,18.619,,,,,,
Q4151,"Amnioband, guardian 1 sq cm",1 SQ CM,127.130,,,,,,
Q4154,Biovance 1 square cm,1 SQ CM,109.069,,,,,,
Q4159,Affinity1 square cm,1 SQ CM,583.667,,,,,,
Q4160,Nushield 1 square cm,1 SQ CM,92.758,,,,,,
Q4163,"Woundex, bioskin, per sq cm",1 SQ CM,103.864,,,,,,
Q4186,Epifix 1 sq cm,1 SQ CM,154.571,,,,,,
Q4187,Epicord 1 sq cm,1 SQ CM,226.347,,,,,,
Q4195,Puraply 1 sq cm,1 SQ CM,91.851,,,,,,
Q4196,Puraply am 1 sq cm,1 SQ CM,108.295,,,,,,
Q5101,"Injection, zarxio",1 MCG,0.349,,,,,,
Q5103,"Injection, inflectra",10 MG,40.052,,,,,,
Q5104,"Injection, renflexis",10 MG,39.557,,,,,,
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.863,,,,,,
Q5106,Inj retacrit non-esrd use,1000 UNITS,8.625,,,,,,
Q5107,Inj mvasi 10 mg,10 MG,48.781,,,,,,
Q5108,"Injection, fulphila",0.5 MG,222.261,,,,,,
Q5110,Nivestym,1 MCG,0.388,,,,,,
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,251.736,,,,,,
Q5112,Inj ontruzant 10 mg,10 MG,72.075,,,,,,
Q5113,Inj herzuma 10 mg,10 MG,66.762,,,,,,
Q5114,Inj ogivri 10 mg,10 MG,63.400,,,,,,
Q5115,Inj truxima 10 mg,10 MG,60.839,,,,,,
Q5116,"Inj., trazimera, 10 mg",10 MG,64.788,,,,,,
Q5117,"Inj., kanjinti, 10 mg",10 MG,59.340,,,,,,
Q5118,"Inj., zirabev, 10 mg",10 MG,55.185,,,,,,
Q5119,"Inj ruxience, 10 mg",10 MG,62.482,,,,,,
Q5120,Inj pegfilgrastim-bmez 0.5mg,0.5 MG,270.560,,,,,,
Q5121,"Inj. avsola, 10 mg",10 MG,49.152,,,,,,
Q5122,"Inj, nyvepria",0.5 MG,314.214,,,,,,
Q5123,"Inj. riabni, 10 mg",10 MG,73.830,,,,,,Added July 2021
Q9950,Inj sulf hexa lipid microsph,1 ML,18.783,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,31.216,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,46.825,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.075,,,,,,
Q9961,"Hocm 250-299mg/ml iodine,1ml",1 ML,0.253,,,,,,
Q9963,"Hocm 350-399mg/ml iodine,1ml",1 ML,0.188,,,,,,
Q9965,"Locm 100-199mg/ml iodine,1ml",1 ML,0.553,,,,,,
Q9966,"Locm 200-299mg/ml iodine,1ml",1 ML,0.324,,,,,,
Q9967,"Locm 300-399mg/ml iodine,1ml",1 ML,0.121,,,,,,
Q9991,Buprenorph xr 100 mg or less,Less than or equal to 100 MG,1816.651,,,,,,
Q9992,Buprenorphine xr over 100 mg,Greater than 100 MG,1816.651,,,,,,
